rho,alpha,seed,M,released,actual_FTR,partial_UTR_seen_by_PARC,raw_topM_actual_FTR,raw_topM_partial_unsupported_rate,n_cal_blocks,n_nonempty_null_cal_blocks,p_min_effective,gamma,emax_effective,required_emax,max_observed_e,best_mass_ratio,tau_k,self_consistency_margin,empty_reason
0.05,0.1,3,500,0,0.0,0.0,0.0,0.942,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,3.89735835689296,0.02569144608723695,,,resolution_below_required_emax
0.05,0.2,3,100,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.08973296998134889,,,observed_e_below_required_emax
0.05,0.2,3,300,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.055500275738404575,,,observed_e_below_required_emax
0.05,0.2,3,500,0,0.0,0.0,0.0,0.942,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.0513828921744739,,,observed_e_below_required_emax
0.05,0.1,4,100,0,0.0,0.0,0.0,0.93,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.042530059725781263,,,resolution_below_required_emax
0.05,0.1,4,300,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02875376211828959,,,resolution_below_required_emax
0.05,0.1,4,500,0,0.0,0.0,0.002,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.026184583884875184,,,resolution_below_required_emax
0.05,0.2,4,100,0,0.0,0.0,0.0,0.93,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.08506011945156253,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,4,300,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05750752423657918,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,4,500,0,0.0,0.0,0.002,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05236916776975037,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,5,100,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,1.922665022943041,0.03068959532905212,,,resolution_below_required_emax
0.05,0.1,5,300,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,1.922665022943041,0.026601089871976968,,,resolution_below_required_emax
0.05,0.1,5,500,0,0.0,0.0,0.016,0.962,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,1.922665022943041,0.02512352616115287,,,resolution_below_required_emax
0.05,0.2,5,100,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,1.922665022943041,0.06137919065810424,,,observed_e_below_required_emax
0.05,0.2,5,300,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,1.922665022943041,0.053202179743953935,,,observed_e_below_required_emax
0.05,0.2,5,500,0,0.0,0.0,0.016,0.962,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,1.922665022943041,0.05024705232230574,,,observed_e_below_required_emax
0.05,0.1,6,100,0,0.0,0.0,0.0,0.98,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.04486648499067444,,,resolution_below_required_emax
0.05,0.1,6,300,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.029044204159888468,,,resolution_below_required_emax
0.05,0.1,6,500,0,0.0,0.0,0.0,0.954,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.025869106970599583,,,resolution_below_required_emax
0.05,0.2,6,100,0,0.0,0.0,0.0,0.98,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.08973296998134889,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,6,300,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.058088408319776935,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,6,500,0,0.0,0.0,0.0,0.954,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.051738213941199165,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,7,100,0,0.0,0.0,0.0,0.93,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.2836767587847775,0.03868089378388202,,,resolution_below_required_emax
0.05,0.1,7,300,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.2836767587847775,0.027588270179980022,,,resolution_below_required_emax
0.05,0.1,7,500,0,0.0,0.0,0.0,0.954,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.2836767587847775,0.025986640446774196,,,resolution_below_required_emax
0.05,0.2,7,100,0,0.0,0.0,0.0,0.93,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.2836767587847775,0.07736178756776405,,,observed_e_below_required_emax
0.05,0.2,7,300,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.2836767587847775,0.055176540359960044,,,observed_e_below_required_emax
0.05,0.2,7,500,0,0.0,0.0,0.0,0.954,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.2836767587847775,0.05197328089354839,,,observed_e_below_required_emax
0.05,0.1,8,100,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.04111572210432898,,,resolution_below_required_emax
0.05,0.1,8,300,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.027588270179980022,,,resolution_below_required_emax
0.05,0.1,8,500,0,0.0,0.0,0.002,0.956,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02569144608723695,,,resolution_below_required_emax
0.05,0.2,8,100,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.08223144420865797,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,8,300,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.055176540359960044,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,8,500,0,0.0,0.0,0.002,0.956,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.0513828921744739,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,9,100,0,0.0,0.0,0.0,0.98,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,3.89735835689296,0.037951322902186474,,,resolution_below_required_emax
0.05,0.1,9,300,0,0.0,0.0,0.0,0.9666666666666667,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,3.89735835689296,0.027936380405237198,,,resolution_below_required_emax
0.05,0.1,9,500,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,3.89735835689296,0.02543453162636458,,,resolution_below_required_emax
0.05,0.2,9,100,0,0.0,0.0,0.0,0.98,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.07590264580437295,,,observed_e_below_required_emax
0.05,0.2,9,300,0,0.0,0.0,0.0,0.9666666666666667,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.055872760810474396,,,observed_e_below_required_emax
0.05,0.2,9,500,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.05086906325272916,,,observed_e_below_required_emax
0.05,0.1,10,100,0,0.0,0.0,0.0,0.94,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.03944350143580919,,,resolution_below_required_emax
0.05,0.1,10,300,0,0.0,0.0,0.0,0.9533333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02715913120960772,,,resolution_below_required_emax
0.05,0.1,10,500,0,0.0,0.0,0.008,0.952,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02540384164664619,,,resolution_below_required_emax
0.05,0.2,10,100,0,0.0,0.0,0.0,0.94,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.07888700287161839,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,10,300,0,0.0,0.0,0.0,0.9533333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05431826241921544,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,10,500,0,0.0,0.0,0.008,0.952,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05080768329329238,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,11,100,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.03256608066284297,,,resolution_below_required_emax
0.05,0.1,11,300,0,0.0,0.0,0.0033333333333333335,0.9333333333333333,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.025986640446774192,,,resolution_below_required_emax
0.05,0.1,11,500,0,0.0,0.0,0.042,0.94,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02458363719574539,,,resolution_below_required_emax
0.05,0.2,11,100,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.06513216132568594,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,11,300,0,0.0,0.0,0.0033333333333333335,0.9333333333333333,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.051973280893548385,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,11,500,0,0.0,0.0,0.042,0.94,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.04916727439149078,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,12,100,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.03868089378388202,,,resolution_below_required_emax
0.05,0.1,12,300,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02661413192112061,,,resolution_below_required_emax
0.05,0.1,12,500,0,0.0,0.0,0.006,0.956,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02569144608723695,,,resolution_below_required_emax
0.05,0.2,12,100,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.07736178756776405,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,12,300,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05322826384224122,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,12,500,0,0.0,0.0,0.006,0.956,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.0513828921744739,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,13,100,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.04560190826354748,,,resolution_below_required_emax
0.05,0.1,13,300,0,0.0,0.0,0.0,0.9433333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.027588270179980022,,,resolution_below_required_emax
0.05,0.1,13,500,0,0.0,0.0,0.002,0.948,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.025986640446774196,,,resolution_below_required_emax
0.05,0.2,13,100,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.09120381652709496,,,observed_e_below_required_emax
0.05,0.2,13,300,0,0.0,0.0,0.0,0.9433333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.055176540359960044,,,observed_e_below_required_emax
0.05,0.2,13,500,0,0.0,0.0,0.002,0.948,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.05197328089354839,,,observed_e_below_required_emax
0.05,0.1,14,100,0,0.0,0.0,0.0,0.93,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.04486648499067444,,,resolution_below_required_emax
0.05,0.1,14,300,0,0.0,0.0,0.0,0.9433333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.029436352402176926,,,resolution_below_required_emax
0.05,0.1,14,500,0,0.0,0.0,0.002,0.944,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.025986640446774196,,,resolution_below_required_emax
0.05,0.2,14,100,0,0.0,0.0,0.0,0.93,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.08973296998134889,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,14,300,0,0.0,0.0,0.0,0.9433333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05887270480435385,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,14,500,0,0.0,0.0,0.002,0.944,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05197328089354839,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,15,100,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.04107767944833224,,,resolution_below_required_emax
0.05,0.1,15,300,0,0.0,0.0,0.0,0.9566666666666667,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02784325913721974,,,resolution_below_required_emax
0.05,0.1,15,500,0,0.0,0.0,0.002,0.958,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02540384164664619,,,resolution_below_required_emax
0.05,0.2,15,100,0,0.0,0.0,0.0,0.97,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.08215535889666448,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,15,300,0,0.0,0.0,0.0,0.9566666666666667,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05568651827443948,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,15,500,0,0.0,0.0,0.002,0.958,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05080768329329238,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,16,100,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.05321034022389821,,,resolution_below_required_emax
0.05,0.1,16,300,0,0.0,0.0,0.0,0.9633333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.027588270179980022,,,resolution_below_required_emax
0.05,0.1,16,500,0,0.0,0.0,0.0,0.962,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02569144608723695,,,resolution_below_required_emax
0.05,0.2,16,100,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.10642068044779641,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,16,300,0,0.0,0.0,0.0,0.9633333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.055176540359960044,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.2,16,500,0,0.0,0.0,0.0,0.962,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.0513828921744739,,,insufficient_high_e_mass_for_uniform_scs
0.05,0.1,17,100,0,0.0,0.0,0.0,0.98,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.04195481847380508,,,resolution_below_required_emax
0.05,0.1,17,300,0,0.0,0.0,0.0,0.9666666666666667,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.030689595329052122,,,resolution_below_required_emax
0.05,0.1,17,500,0,0.0,0.0,0.0,0.974,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.026601089871976968,,,resolution_below_required_emax
0.05,0.2,17,100,0,0.0,0.0,0.0,0.98,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.08390963694761017,,,observed_e_below_required_emax
0.05,0.2,17,300,0,0.0,0.0,0.0,0.9666666666666667,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.061379190658104245,,,observed_e_below_required_emax
0.05,0.2,17,500,0,0.0,0.0,0.0,0.974,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.053202179743953935,,,observed_e_below_required_emax
0.05,0.1,18,100,0,0.0,0.0,0.0,0.98,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,1.3381318988514506,0.03207255612981133,,,resolution_below_required_emax
0.05,0.1,18,300,0,0.0,0.0,0.0,0.9633333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,1.3381318988514506,0.02569144608723695,,,resolution_below_required_emax
0.05,0.1,18,500,0,0.0,0.0,0.02,0.964,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,1.3381318988514506,0.02458363719574539,,,resolution_below_required_emax
0.05,0.2,18,100,0,0.0,0.0,0.0,0.98,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,1.3381318988514506,0.06414511225962266,,,observed_e_below_required_emax
0.05,0.2,18,300,0,0.0,0.0,0.0,0.9633333333333334,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,1.3381318988514506,0.0513828921744739,,,observed_e_below_required_emax
0.05,0.2,18,500,0,0.0,0.0,0.02,0.964,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,1.3381318988514506,0.04916727439149078,,,observed_e_below_required_emax
0.05,0.1,19,100,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.03944350143580919,,,resolution_below_required_emax
0.05,0.1,19,300,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.029044204159888468,,,resolution_below_required_emax
0.05,0.1,19,500,0,0.0,0.0,0.0,0.946,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.025778747323200003,,,resolution_below_required_emax
0.05,0.2,19,100,0,0.0,0.0,0.0,0.96,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.07888700287161839,,,observed_e_below_required_emax
0.05,0.2,19,300,0,0.0,0.0,0.0,0.95,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.058088408319776935,,,observed_e_below_required_emax
0.05,0.2,19,500,0,0.0,0.0,0.0,0.946,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,2.8508847178071597,0.051557494646400005,,,observed_e_below_required_emax
0.1,0.1,0,100,0,0.0,0.0,0.0,0.86,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.039839132456439885,,,resolution_below_required_emax
0.1,0.1,0,300,0,0.0,0.0,0.0,0.87,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.029044204159888468,,,resolution_below_required_emax
0.1,0.1,0,500,0,0.0,0.0,0.002,0.886,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02602684542773738,,,resolution_below_required_emax
0.1,0.2,0,100,0,0.0,0.0,0.0,0.86,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.07967826491287977,,,insufficient_high_e_mass_for_uniform_scs
0.1,0.2,0,300,0,0.0,0.0,0.0,0.87,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.058088408319776935,,,insufficient_high_e_mass_for_uniform_scs
0.1,0.2,0,500,0,0.0,0.0,0.002,0.886,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05205369085547476,,,insufficient_high_e_mass_for_uniform_scs
0.1,0.1,1,100,0,0.0,0.0,0.0,0.87,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,3.89735835689296,0.034728824326118915,,,resolution_below_required_emax
0.1,0.1,1,300,0,0.0,0.0,0.0,0.89,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,3.89735835689296,0.025986640446774192,,,resolution_below_required_emax
0.1,0.1,1,500,0,0.0,0.0,0.006,0.888,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,3.89735835689296,0.02458363719574539,,,resolution_below_required_emax
0.1,0.2,1,100,0,0.0,0.0,0.0,0.87,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.06945764865223783,,,observed_e_below_required_emax
0.1,0.2,1,300,0,0.0,0.0,0.0,0.89,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.051973280893548385,,,observed_e_below_required_emax
0.1,0.2,1,500,0,0.0,0.0,0.006,0.888,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,3.89735835689296,0.04916727439149078,,,observed_e_below_required_emax
0.1,0.1,2,100,0,0.0,0.0,0.0,0.85,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.039436716977081905,,,resolution_below_required_emax
0.1,0.1,2,300,0,0.0,0.0,0.0,0.87,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02724996442435557,,,resolution_below_required_emax
0.1,0.1,2,500,0,0.0,0.0,0.0,0.876,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,6.651292527987276,0.02569144608723695,,,resolution_below_required_emax
0.1,0.2,2,100,0,0.0,0.0,0.0,0.85,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.07887343395416381,,,insufficient_high_e_mass_for_uniform_scs
0.1,0.2,2,300,0,0.0,0.0,0.0,0.87,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.05449992884871114,,,insufficient_high_e_mass_for_uniform_scs
0.1,0.2,2,500,0,0.0,0.0,0.0,0.876,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,5.0,6.651292527987276,0.0513828921744739,,,insufficient_high_e_mass_for_uniform_scs
0.1,0.1,3,100,0,0.0,0.0,0.0,0.89,78,78,0.012658227848101266,0.22886186853915486,6.651292527987276,10.0,2.8508847178071597,0.04594386286179964,,,resolution_below_required_emax
