dataset,generator,policy,certified_risk_level_alpha,seed,candidate_budget_M,released,actual_FTR_against_full_GT,conservative_label_uncertainty_FTR,official_supported,unsupported,biological_large_displacement_proxy_rate,has_alpha_control
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,6,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,7,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,8,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,9,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,10,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,11,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,12,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,13,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,14,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,15,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,16,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,17,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,18,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,19,100,100,0.0,0.0,100,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,0,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,1,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,2,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,3,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,4,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,5,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,6,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,7,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,8,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,9,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,10,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,11,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,12,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,13,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,14,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,15,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,16,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,17,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,18,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,19,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,0,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,1,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,2,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,3,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,4,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,5,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,6,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,7,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,8,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,9,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,10,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,11,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,12,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,13,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,14,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,15,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,16,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,17,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,18,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,19,300,300,0.0,0.0,300,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,0,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,1,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,2,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,3,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,4,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,5,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,6,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,7,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,8,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,9,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,10,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,11,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,12,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,13,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,14,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,15,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,16,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,17,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,18,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,19,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,0,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,1,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,2,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,3,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,4,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,5,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,6,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,7,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,8,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,9,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,10,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,11,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,12,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,13,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,14,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,15,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,16,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,17,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,18,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,19,500,500,0.0,0.0,500,0,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,0,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,1,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,2,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,3,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,4,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,5,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,6,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,7,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,8,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,9,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,10,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,11,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,12,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,13,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,14,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,15,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,16,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,17,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,18,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,19,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,0,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,1,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,2,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,3,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,4,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,5,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,6,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,7,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,8,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,9,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,10,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,11,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,12,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,13,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,14,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,15,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,16,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,17,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,18,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,19,2000,2000,0.009,0.009,1982,18,0.0,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,0,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,1,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,2,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,3,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,4,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,5,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,6,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,7,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,8,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,9,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,10,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,11,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,12,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,13,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,14,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,15,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,16,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,17,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,18,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.1,19,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,0,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,1,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,2,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,3,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,4,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,5,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,6,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,7,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,8,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,9,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,10,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,11,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,12,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,13,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,14,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,15,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,16,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,17,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,18,5000,5000,0.3606,0.3606,3197,1803,0.32,False
CTC,ST-segmentation-linker,raw_topM_no_risk,0.2,19,5000,5000,0.3606,0.3606,3197,1803,0.32,False
