dataset,video_id,path_id,label,verified_positive_for_calibration,reason,confidence,auditor,review_status,annotation_source,human_review_note,uncertain_selection_rule,pending_montage_path,label_status,review_label_v2,review_verified_positive_for_calibration_v2,review_source_v2,second_pass_action
OVT-B,40,ovtb_v40_p002441,actually_true,no,real_unlabeled_object,high,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,,existing_gold,actually_true,no,existing_gold,
OVT-B,686,ovtb_v686_p007043,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v686_p007043.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,40,ovtb_v40_p002442,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002442.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,56,ovtb_v56_p002709,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v56_p002709.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,847,ovtb_v847_p008220,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v847_p008220.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,911,ovtb_v911_p008696,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v911_p008696.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,366,ovtb_v366_p004722,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v366_p004722.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,40,ovtb_v40_p002417,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v40_p002417.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,92,ovtb_v92_p002927,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v92_p002927.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,130,ovtb_v130_p003148,actually_false,no,wrong_category,high,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,,existing_gold,actually_false,no,existing_gold,
OVT-B,36,ovtb_v36_p002214,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002214.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,636,ovtb_v636_p006628,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v636_p006628.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,53,ovtb_v53_p002693,actually_true,yes,real_unlabeled_object,high,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,,existing_gold,actually_true,yes,existing_gold,
OVT-B,36,ovtb_v36_p002215,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002215.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,36,ovtb_v36_p002216,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002216.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,221,ovtb_v221_p003694,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v221_p003694.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,864,ovtb_v864_p008363,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v864_p008363.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,601,ovtb_v601_p006385,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v601_p006385.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,36,ovtb_v36_p002217,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002217.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,994,ovtb_v994_p009306,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v994_p009306.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,35,ovtb_v35_p002133,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v35_p002133.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,343,ovtb_v343_p004581,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v343_p004581.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,554,ovtb_v554_p006031,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v554_p006031.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,36,ovtb_v36_p002218,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v36_p002218.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,636,ovtb_v636_p006631,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v636_p006631.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,85,ovtb_v85_p002894,actually_true,yes,real_unlabeled_object,high,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,,existing_gold,actually_true,yes,existing_gold,
OVT-B,864,ovtb_v864_p008362,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v864_p008362.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,348,ovtb_v348_p004632,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v348_p004632.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,487,ovtb_v487_p005564,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v487_p005564.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
OVT-B,508,ovtb_v508_p005672,actually_true,no,metadata_prior_real_object_candidate,medium,user_human_review_v1,user_confirmed_after_codex_assisted_review,human_reviewed_codex_assisted_prelabels,user reported audit complete; 40 rows remain uncertain; all others accepted,,${PARC_TRACK_ROOT}/outputs/phase9_audit_benchmark/pending_montages/ovtb_ovtb_v508_p005672.jpg,requires_label,actually_true,no,codex_second_pass_uncertain_reduction_prelabel,unchanged_non_uncertain
