method,alpha1,candidate_budget_M,released_mean,released_std,utr_mean,conservative_ftr_mean,margin_mean,nonempty_rate
null_superset_no_audit,0.2,175,127.0,40.33608806019741,0.0247264502720215,0.0181551439574546,0.06070494657890383,1.0
null_superset_no_audit,0.2,200,21.666666666666668,18.823743871327334,0.0,0.0,3.379017408333249,0.6666666666666666
null_superset_no_audit,0.2,250,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,75,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,100,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,125,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,150,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,175,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,200,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.05,250,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.1,75,75.0,0.0,0.0,0.0,3.439604111400662,1.0
parc_track_gamma_tuned_uniform_scs,0.1,100,99.0,1.7320508075688772,0.0067697594501718,0.0,0.44172101086526716,1.0
parc_track_gamma_tuned_uniform_scs,0.1,125,31.333333333333332,54.270925303824825,0.003546099290780133,0.0,0.1541745419295139,0.3333333333333333
parc_track_gamma_tuned_uniform_scs,0.1,150,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.1,175,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.1,200,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.1,250,0.0,0.0,0.0,,,0.0
parc_track_gamma_tuned_uniform_scs,0.2,75,75.0,0.0,0.0,0.0,8.439604111400662,1.0
parc_track_gamma_tuned_uniform_scs,0.2,100,100.0,0.0,0.01,0.0033333333333333335,4.941387446044302,1.0
parc_track_gamma_tuned_uniform_scs,0.2,125,125.0,0.0,0.016,0.008,2.6037666455427377,1.0
parc_track_gamma_tuned_uniform_scs,0.2,150,147.33333333333334,4.61880215351701,0.024569640062597764,0.017777777777777733,0.5994989182711778,1.0
parc_track_gamma_tuned_uniform_scs,0.2,175,155.33333333333334,27.428695436227613,0.026092791375773732,0.017507841459937234,0.27646510187061196,1.0
parc_track_gamma_tuned_uniform_scs,0.2,200,135.33333333333334,56.08327142146162,0.019811320754716966,0.011666666666666667,0.657608222916713,1.0
parc_track_gamma_tuned_uniform_scs,0.2,250,31.333333333333332,54.270925303824825,0.003546099290780133,0.0,0.1541745419295139,0.3333333333333333
post_filter_e_bh,0.05,75,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,100,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,125,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,150,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,175,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,200,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.05,250,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.1,75,75.0,0.0,0.0,0.9555555555555556,3.439604111400662,1.0
post_filter_e_bh,0.1,100,99.0,1.7320508075688772,0.006769759450171821,0.956254295532646,0.44172101086526655,1.0
post_filter_e_bh,0.1,125,31.333333333333332,54.270925303824825,0.0035460992907801418,0.9574468085106383,0.1541745419295122,0.3333333333333333
post_filter_e_bh,0.1,150,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.1,175,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.1,200,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.1,250,0.0,0.0,0.0,,,0.0
post_filter_e_bh,0.2,75,75.0,0.0,0.0,0.9555555555555556,8.439604111400662,1.0
post_filter_e_bh,0.2,100,100.0,0.0,0.01,0.9566666666666667,4.941387446044302,1.0
post_filter_e_bh,0.2,125,125.0,0.0,0.016,0.9626666666666667,2.6037666455427377,1.0
post_filter_e_bh,0.2,150,147.33333333333334,4.61880215351701,0.02456964006259781,0.9660406885758999,0.5994989182711778,1.0
post_filter_e_bh,0.2,175,155.33333333333334,27.428695436227613,0.026092791375773795,0.9676562083206859,0.2764651018706121,1.0
post_filter_e_bh,0.2,200,135.33333333333334,56.08327142146162,0.01981132075471698,0.961132075471698,0.657608222916713,1.0
post_filter_e_bh,0.2,250,31.333333333333332,54.270925303824825,0.0035460992907801418,0.9574468085106383,0.1541745419295122,0.3333333333333333
tracklet_e_bh,0.05,75,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,100,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,125,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,150,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,175,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,200,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.05,250,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.1,75,75.0,0.0,0.0,0.9555555555555556,5.117485151558005,1.0
tracklet_e_bh,0.1,100,100.0,0.0,0.01,0.9566666666666667,2.6338833003383155,1.0
tracklet_e_bh,0.1,125,125.0,0.0,0.016,0.9626666666666667,0.760382442183999,1.0
tracklet_e_bh,0.1,150,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.1,175,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.1,200,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.1,250,0.0,0.0,0.0,,,0.0
tracklet_e_bh,0.2,75,75.0,0.0,0.0,0.9555555555555556,10.117485151558006,1.0
tracklet_e_bh,0.2,100,100.0,0.0,0.01,0.9566666666666667,7.633883300338316,1.0
tracklet_e_bh,0.2,125,125.0,0.0,0.016,0.9626666666666667,5.760382442183999,1.0
tracklet_e_bh,0.2,150,150.0,0.0,0.02666666666666667,0.9666666666666667,3.4469398575934043,1.0
tracklet_e_bh,0.2,175,175.0,0.0,0.03428571428571429,0.9676190476190477,2.6813868076085767,1.0
tracklet_e_bh,0.2,200,200.0,0.0,0.035,0.9716666666666667,2.4809849941369664,1.0
tracklet_e_bh,0.2,250,250.0,0.0,0.044000000000000004,0.9746666666666667,1.2994042253250855,1.0
tracklet_p_bh,0.05,75,75.0,0.0,0.0,0.9555555555555556,,1.0
tracklet_p_bh,0.05,100,100.0,0.0,0.01,0.9566666666666667,,1.0
tracklet_p_bh,0.05,125,125.0,0.0,0.016,0.9626666666666667,,1.0
tracklet_p_bh,0.05,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
tracklet_p_bh,0.05,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
tracklet_p_bh,0.05,200,200.0,0.0,0.035,0.9716666666666667,,1.0
tracklet_p_bh,0.05,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
tracklet_p_bh,0.1,75,75.0,0.0,0.0,0.9555555555555556,,1.0
tracklet_p_bh,0.1,100,100.0,0.0,0.01,0.9566666666666667,,1.0
tracklet_p_bh,0.1,125,125.0,0.0,0.016,0.9626666666666667,,1.0
tracklet_p_bh,0.1,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
tracklet_p_bh,0.1,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
tracklet_p_bh,0.1,200,200.0,0.0,0.035,0.9716666666666667,,1.0
tracklet_p_bh,0.1,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
tracklet_p_bh,0.2,75,75.0,0.0,0.0,0.9555555555555556,,1.0
tracklet_p_bh,0.2,100,100.0,0.0,0.01,0.9566666666666667,,1.0
tracklet_p_bh,0.2,125,125.0,0.0,0.016,0.9626666666666667,,1.0
tracklet_p_bh,0.2,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
tracklet_p_bh,0.2,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
tracklet_p_bh,0.2,200,200.0,0.0,0.035,0.9716666666666667,,1.0
tracklet_p_bh,0.2,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
unmatched_as_false_block,0.05,75,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,100,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,125,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,150,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,175,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,200,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.05,250,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,75,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,100,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,125,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,150,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,175,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,200,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.1,250,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.2,75,75.0,0.0,0.0,0.0,1.0810203526526434,1.0
unmatched_as_false_block,0.2,100,99.0,1.7320508075688772,0.0067697594501718,0.0,0.3874835606838443,1.0
unmatched_as_false_block,0.2,125,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.2,150,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.2,175,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.2,200,0.0,0.0,0.0,,,0.0
unmatched_as_false_block,0.2,250,0.0,0.0,0.0,,,0.0
