dataset,video_id,path_id,score,score_original_owlv2,score_rerank_v1,objectness,semantic_margin,temporal_stability,association_score,path_length,candidate_rank,score_source
OVT-B,414,ovtb_v414_p011129,0.8724278837442399,0.8290464729070663,0.8724278837442399,0.8290464729070663,0.8290464729070663,8,0.875,8,73,owlv2_rerank_v1
OVT-B,1347,ovtb_v1347_p029826,0.8721285045146943,0.8285475075244904,0.8721285045146943,0.8285475075244904,0.8285475075244904,8,0.875,8,74,owlv2_rerank_v1
OVT-B,1563,ovtb_v1563_p033656,0.8708571866154671,0.8264286443591118,0.8708571866154671,0.8264286443591118,0.8264286443591118,8,0.875,8,75,owlv2_rerank_v1
OVT-B,1524,ovtb_v1524_p032801,0.8697735786437988,0.824622631072998,0.8697735786437988,0.824622631072998,0.824622631072998,8,0.875,8,76,owlv2_rerank_v1
OVT-B,283,ovtb_v283_p008179,0.8697333499789237,0.8245555832982063,0.8697333499789237,0.8245555832982063,0.8245555832982063,8,0.875,8,77,owlv2_rerank_v1
OVT-B,108,ovtb_v108_p005208,0.8697032064199448,0.8245053440332413,0.8697032064199448,0.8245053440332413,0.8245053440332413,8,0.875,8,78,owlv2_rerank_v1
OVT-B,1108,ovtb_v1108_p025263,0.8692712500691413,0.8237854167819023,0.8692712500691413,0.8237854167819023,0.8237854167819023,8,0.875,8,79,owlv2_rerank_v1
OVT-B,550,ovtb_v550_p013803,0.8676805168390274,0.8211341947317123,0.8676805168390274,0.8211341947317123,0.8211341947317123,8,0.875,8,80,owlv2_rerank_v1
OVT-B,945,ovtb_v945_p021685,0.8666981935501099,0.8194969892501831,0.8666981935501099,0.8194969892501831,0.8194969892501831,8,0.875,8,81,owlv2_rerank_v1
OVT-B,1866,ovtb_v1866_p039413,0.8665351901735578,0.8668443645749774,0.8665351901735578,0.8668443645749774,0.8668443645749774,7,0.8571428571428571,7,82,owlv2_rerank_v1
OVT-B,649,ovtb_v649_p015750,0.8657919824123383,0.8179866373538971,0.8657919824123383,0.8179866373538971,0.8179866373538971,8,0.875,8,83,owlv2_rerank_v1
OVT-B,614,ovtb_v614_p015113,0.8657128080725669,0.817854680120945,0.8657128080725669,0.817854680120945,0.817854680120945,8,0.875,8,84,owlv2_rerank_v1
OVT-B,800,ovtb_v800_p018651,0.8646757006645203,0.8161261677742004,0.8646757006645203,0.8161261677742004,0.8161261677742004,8,0.875,8,85,owlv2_rerank_v1
OVT-B,888,ovtb_v888_p020674,0.8642246559262277,0.8153744265437126,0.8642246559262277,0.8153744265437126,0.8153744265437126,8,0.875,8,86,owlv2_rerank_v1
OVT-B,1696,ovtb_v1696_p036189,0.8630016133189202,0.8133360221982002,0.8630016133189202,0.8133360221982002,0.8133360221982002,8,0.875,8,87,owlv2_rerank_v1
OVT-B,1360,ovtb_v1360_p030013,0.8626989975571633,0.8128316625952721,0.8626989975571633,0.8128316625952721,0.8128316625952721,8,0.875,8,88,owlv2_rerank_v1
OVT-B,972,ovtb_v972_p022269,0.860400277376175,0.8090004622936249,0.860400277376175,0.8090004622936249,0.8090004622936249,8,0.875,8,89,owlv2_rerank_v1
OVT-B,1629,ovtb_v1629_p034854,0.8600562930107116,0.8084271550178528,0.8600562930107116,0.8084271550178528,0.8084271550178528,8,0.875,8,90,owlv2_rerank_v1
OVT-B,793,ovtb_v793_p018479,0.8583707883954048,0.805617980659008,0.8583707883954048,0.805617980659008,0.805617980659008,8,0.875,8,91,owlv2_rerank_v1
OVT-B,98,ovtb_v98_p005058,0.8582000902720861,0.8529525314058576,0.8582000902720861,0.8529525314058576,0.8529525314058576,7,0.8571428571428571,7,92,owlv2_rerank_v1
OVT-B,219,ovtb_v219_p006832,0.8574719443917274,0.8041199073195457,0.8574719443917274,0.8041199073195457,0.8041199073195457,8,0.875,8,93,owlv2_rerank_v1
OVT-B,113,ovtb_v113_p005285,0.8557819828391076,0.8013033047318459,0.8557819828391076,0.8013033047318459,0.8013033047318459,8,0.875,8,94,owlv2_rerank_v1
OVT-B,524,ovtb_v524_p013166,0.8553866162896158,0.8006443604826927,0.8553866162896158,0.8006443604826927,0.8006443604826927,8,0.875,8,95,owlv2_rerank_v1
OVT-B,549,ovtb_v549_p013781,0.8551018685102463,0.8001697808504105,0.8551018685102463,0.8001697808504105,0.8001697808504105,8,0.875,8,96,owlv2_rerank_v1
OVT-B,572,ovtb_v572_p014257,0.8550218135118486,0.8000363558530807,0.8550218135118486,0.8000363558530807,0.8000363558530807,8,0.875,8,97,owlv2_rerank_v1
OVT-B,1140,ovtb_v1140_p025999,0.8547562927007675,0.7995938211679459,0.8547562927007675,0.7995938211679459,0.7995938211679459,8,0.875,8,98,owlv2_rerank_v1
OVT-B,667,ovtb_v667_p016079,0.8541226878762245,0.7985378131270409,0.8541226878762245,0.7985378131270409,0.7985378131270409,8,0.875,8,99,owlv2_rerank_v1
OVT-B,201,ovtb_v201_p006491,0.8538036301732064,0.7980060502886772,0.8538036301732064,0.7980060502886772,0.7980060502886772,8,0.875,8,100,owlv2_rerank_v1
OVT-B,84,ovtb_v84_p004716,0.8535797578947886,0.8452519774436951,0.8535797578947886,0.8452519774436951,0.8452519774436951,7,0.8571428571428571,7,101,owlv2_rerank_v1
OVT-B,969,ovtb_v969_p022239,0.8532453954219819,0.7970756590366364,0.8532453954219819,0.7970756590366364,0.7970756590366364,8,0.875,8,102,owlv2_rerank_v1
OVT-B,1318,ovtb_v1318_p029326,0.8527816236019135,0.7963027060031891,0.8527816236019135,0.7963027060031891,0.7963027060031891,8,0.875,8,103,owlv2_rerank_v1
OVT-B,203,ovtb_v203_p006507,0.8526011645793914,0.7960019409656525,0.8526011645793914,0.7960019409656525,0.7960019409656525,8,0.875,8,104,owlv2_rerank_v1
OVT-B,1021,ovtb_v1021_p023277,0.8514946550130844,0.7941577583551407,0.8514946550130844,0.7941577583551407,0.7941577583551407,8,0.875,8,105,owlv2_rerank_v1
OVT-B,1574,ovtb_v1574_p033922,0.8502217099070548,0.7920361831784248,0.8502217099070548,0.7920361831784248,0.7920361831784248,8,0.875,8,106,owlv2_rerank_v1
OVT-B,860,ovtb_v860_p019934,0.849905750155449,0.7915095835924149,0.849905750155449,0.7915095835924149,0.7915095835924149,8,0.875,8,107,owlv2_rerank_v1
OVT-B,1533,ovtb_v1533_p033098,0.8495985835790634,0.790997639298439,0.8495985835790634,0.790997639298439,0.790997639298439,8,0.875,8,108,owlv2_rerank_v1
OVT-B,889,ovtb_v889_p020680,0.8494511604309083,0.7907519340515137,0.8494511604309083,0.7907519340515137,0.7907519340515137,8,0.875,8,109,owlv2_rerank_v1
OVT-B,1557,ovtb_v1557_p033494,0.8493045687675476,0.7905076146125793,0.8493045687675476,0.7905076146125793,0.7905076146125793,8,0.875,8,110,owlv2_rerank_v1
OVT-B,1658,ovtb_v1658_p035406,0.8493036657571793,0.7905061095952988,0.8493036657571793,0.7905061095952988,0.7905061095952988,8,0.875,8,111,owlv2_rerank_v1
OVT-B,1283,ovtb_v1283_p028694,0.8489144191145896,0.7898573651909828,0.8489144191145896,0.7898573651909828,0.7898573651909828,8,0.875,8,112,owlv2_rerank_v1
OVT-B,1265,ovtb_v1265_p028452,0.8488469436764718,0.7897449061274529,0.8488469436764718,0.7897449061274529,0.7897449061274529,8,0.875,8,113,owlv2_rerank_v1
OVT-B,1087,ovtb_v1087_p024722,0.848825915157795,0.7897098585963249,0.848825915157795,0.7897098585963249,0.7897098585963249,8,0.875,8,114,owlv2_rerank_v1
OVT-B,1342,ovtb_v1342_p029769,0.8488129287958146,0.7896882146596909,0.8488129287958146,0.7896882146596909,0.7896882146596909,8,0.875,8,115,owlv2_rerank_v1
OVT-B,1443,ovtb_v1443_p031445,0.8487021133303643,0.7895035222172737,0.8487021133303643,0.7895035222172737,0.7895035222172737,8,0.875,8,116,owlv2_rerank_v1
OVT-B,618,ovtb_v618_p015177,0.8485880836844444,0.7893134728074074,0.8485880836844444,0.7893134728074074,0.7893134728074074,8,0.875,8,117,owlv2_rerank_v1
OVT-B,90,ovtb_v90_p004906,0.8480374261736869,0.7883957102894783,0.8480374261736869,0.7883957102894783,0.7883957102894783,8,0.875,8,118,owlv2_rerank_v1
OVT-B,387,ovtb_v387_p010363,0.84796259701252,0.7882709950208664,0.84796259701252,0.7882709950208664,0.7882709950208664,8,0.875,8,119,owlv2_rerank_v1
OVT-B,1216,ovtb_v1216_p027425,0.8479573398828506,0.7882622331380844,0.8479573398828506,0.7882622331380844,0.7882622331380844,8,0.875,8,120,owlv2_rerank_v1
OVT-B,901,ovtb_v901_p020862,0.8474595576524735,0.7874325960874557,0.8474595576524735,0.7874325960874557,0.7874325960874557,8,0.875,8,121,owlv2_rerank_v1
OVT-B,113,ovtb_v113_p005286,0.8468416482210159,0.7864027470350266,0.8468416482210159,0.7864027470350266,0.7864027470350266,8,0.875,8,122,owlv2_rerank_v1
OVT-B,806,ovtb_v806_p018838,0.8467908671924047,0.8339371596063886,0.8467908671924047,0.8339371596063886,0.8339371596063886,7,0.8571428571428571,7,123,owlv2_rerank_v1
OVT-B,1140,ovtb_v1140_p025998,0.8467346459627152,0.7862244099378586,0.8467346459627152,0.7862244099378586,0.7862244099378586,8,0.875,8,124,owlv2_rerank_v1
OVT-B,506,ovtb_v506_p012780,0.8461198803037404,0.7851998005062342,0.8461198803037404,0.7851998005062342,0.7851998005062342,8,0.875,8,125,owlv2_rerank_v1
OVT-B,1154,ovtb_v1154_p026196,0.8449516162276269,0.7832526937127113,0.8449516162276269,0.7832526937127113,0.7832526937127113,8,0.875,8,126,owlv2_rerank_v1
OVT-B,1368,ovtb_v1368_p030170,0.8443837478756906,0.7823062464594841,0.8443837478756906,0.7823062464594841,0.7823062464594841,8,0.875,8,127,owlv2_rerank_v1
OVT-B,440,ovtb_v440_p011702,0.8438273057341577,0.7813788428902626,0.8438273057341577,0.7813788428902626,0.7813788428902626,8,0.875,8,128,owlv2_rerank_v1
OVT-B,1911,ovtb_v1911_p040638,0.8437493160367013,0.7812488600611687,0.8437493160367013,0.7812488600611687,0.7812488600611687,8,0.875,8,129,owlv2_rerank_v1
OVT-B,737,ovtb_v737_p017250,0.8437144696712493,0.7811907827854156,0.8437144696712493,0.7811907827854156,0.7811907827854156,8,0.875,8,130,owlv2_rerank_v1
OVT-B,580,ovtb_v580_p014486,0.84364555478096,0.7810759246349335,0.84364555478096,0.7810759246349335,0.7810759246349335,8,0.875,8,131,owlv2_rerank_v1
OVT-B,1445,ovtb_v1445_p031471,0.8429895669221878,0.7799826115369797,0.8429895669221878,0.7799826115369797,0.7799826115369797,8,0.875,8,132,owlv2_rerank_v1
OVT-B,673,ovtb_v673_p016156,0.8426971748471261,0.7794952914118767,0.8426971748471261,0.7794952914118767,0.7794952914118767,8,0.875,8,133,owlv2_rerank_v1
OVT-B,288,ovtb_v288_p008297,0.8424654051661491,0.7791090086102486,0.8424654051661491,0.7791090086102486,0.7791090086102486,8,0.875,8,134,owlv2_rerank_v1
OVT-B,108,ovtb_v108_p005209,0.8420960562569755,0.8261124747140067,0.8420960562569755,0.8261124747140067,0.8261124747140067,7,0.8571428571428571,7,135,owlv2_rerank_v1
OVT-B,777,ovtb_v777_p018108,0.8417296439409256,0.7778827399015427,0.8417296439409256,0.7778827399015427,0.7778827399015427,8,0.875,8,136,owlv2_rerank_v1
OVT-B,357,ovtb_v357_p009851,0.8415908887982368,0.7776514813303947,0.8415908887982368,0.7776514813303947,0.7776514813303947,8,0.875,8,137,owlv2_rerank_v1
OVT-B,771,ovtb_v771_p018065,0.8414680480957031,0.7774467468261719,0.8414680480957031,0.7774467468261719,0.7774467468261719,8,0.875,8,138,owlv2_rerank_v1
OVT-B,1508,ovtb_v1508_p032499,0.8410150676965713,0.7766917794942856,0.8410150676965713,0.7766917794942856,0.7766917794942856,8,0.875,8,139,owlv2_rerank_v1
OVT-B,119,ovtb_v119_p005417,0.8409518837928773,0.7765864729881287,0.8409518837928773,0.7765864729881287,0.7765864729881287,8,0.875,8,140,owlv2_rerank_v1
OVT-B,201,ovtb_v201_p006493,0.8398920893669128,0.7748201489448547,0.8398920893669128,0.7748201489448547,0.7748201489448547,8,0.875,8,141,owlv2_rerank_v1
OVT-B,639,ovtb_v639_p015611,0.8392630040645599,0.7737716734409332,0.8392630040645599,0.7737716734409332,0.7737716734409332,8,0.875,8,142,owlv2_rerank_v1
OVT-B,197,ovtb_v197_p006467,0.8381805698076884,0.8691898385683695,0.8381805698076884,0.8691898385683695,0.8691898385683695,6,0.8333333333333334,6,143,owlv2_rerank_v1
OVT-B,1114,ovtb_v1114_p025332,0.8379962012171747,0.7716603353619576,0.8379962012171747,0.7716603353619576,0.7716603353619576,8,0.875,8,144,owlv2_rerank_v1
OVT-B,281,ovtb_v281_p008130,0.8379497095942499,0.7715828493237495,0.8379497095942499,0.7715828493237495,0.7715828493237495,8,0.875,8,145,owlv2_rerank_v1
OVT-B,169,ovtb_v169_p006164,0.837869194149971,0.7714486569166183,0.837869194149971,0.7714486569166183,0.7714486569166183,8,0.875,8,146,owlv2_rerank_v1
OVT-B,1190,ovtb_v1190_p026978,0.8378653094172479,0.7714421823620796,0.8378653094172479,0.7714421823620796,0.7714421823620796,8,0.875,8,147,owlv2_rerank_v1
OVT-B,1702,ovtb_v1702_p036337,0.8370105296373367,0.7700175493955612,0.8370105296373367,0.7700175493955612,0.7700175493955612,8,0.875,8,148,owlv2_rerank_v1
OVT-B,635,ovtb_v635_p015477,0.836936143040657,0.7698935717344284,0.836936143040657,0.7698935717344284,0.7698935717344284,8,0.875,8,149,owlv2_rerank_v1
OVT-B,226,ovtb_v226_p006996,0.8367933690547944,0.7696556150913239,0.8367933690547944,0.7696556150913239,0.7696556150913239,8,0.875,8,150,owlv2_rerank_v1
OVT-B,174,ovtb_v174_p006207,0.8360239386558532,0.8159922787121364,0.8360239386558532,0.8159922787121364,0.8159922787121364,7,0.8571428571428571,7,151,owlv2_rerank_v1
OVT-B,201,ovtb_v201_p006492,0.8355716094374657,0.7676193490624428,0.8355716094374657,0.7676193490624428,0.7676193490624428,8,0.875,8,152,owlv2_rerank_v1
OVT-B,1602,ovtb_v1602_p034339,0.8355290631453197,0.8647706607977549,0.8355290631453197,0.8647706607977549,0.8647706607977549,6,0.8333333333333334,6,153,owlv2_rerank_v1
OVT-B,1657,ovtb_v1657_p035350,0.8349040076136589,0.7665066793560982,0.8349040076136589,0.7665066793560982,0.7665066793560982,8,0.875,8,154,owlv2_rerank_v1
OVT-B,1442,ovtb_v1442_p031436,0.8341791510581971,0.8129176327160427,0.8341791510581971,0.8129176327160427,0.8129176327160427,7,0.8571428571428571,7,155,owlv2_rerank_v1
OVT-B,506,ovtb_v506_p012791,0.8337413415312767,0.7645689025521278,0.8337413415312767,0.7645689025521278,0.7645689025521278,8,0.875,8,156,owlv2_rerank_v1
OVT-B,1558,ovtb_v1558_p033503,0.8327964406460524,0.7629940677434206,0.8327964406460524,0.7629940677434206,0.7629940677434206,8,0.875,8,157,owlv2_rerank_v1
OVT-B,855,ovtb_v855_p019813,0.8317683736483256,0.8585028449694315,0.8317683736483256,0.8585028449694315,0.8585028449694315,6,0.8333333333333334,6,158,owlv2_rerank_v1
