dataset,video_id,path_id,score,score_original_owlv2,score_rerank_v1,objectness,semantic_margin,temporal_stability,association_score,path_length,candidate_rank,score_source
TAO,4860,ovtb_v4860_p046426,0.822019575163722,0.7450326252728701,0.822019575163722,0.7450326252728701,0.7450326252728701,8,0.875,8,19,owlv2_rerank_v1
TAO,4975,ovtb_v4975_p048340,0.8154109328985215,0.7340182214975357,0.8154109328985215,0.7340182214975357,0.7340182214975357,8,0.875,8,20,owlv2_rerank_v1
TAO,4144,ovtb_v4144_p038336,0.810333140194416,0.7255552336573601,0.810333140194416,0.7255552336573601,0.7255552336573601,8,0.875,8,21,owlv2_rerank_v1
TAO,3629,ovtb_v3629_p026048,0.8089420303702355,0.7232367172837257,0.8089420303702355,0.7232367172837257,0.7232367172837257,8,0.875,8,22,owlv2_rerank_v1
TAO,5401,ovtb_v5401_p051828,0.8087489739060403,0.722914956510067,0.8087489739060403,0.722914956510067,0.722914956510067,8,0.875,8,23,owlv2_rerank_v1
TAO,4837,ovtb_v4837_p045982,0.8082308735166277,0.7696705034800938,0.8082308735166277,0.7696705034800938,0.7696705034800938,7,0.8571428571428571,7,24,owlv2_rerank_v1
TAO,1658,ovtb_v1658_p011363,0.8074834156036377,0.8708056926727294,0.8074834156036377,0.8708056926727294,0.8708056926727294,5,0.8,5,25,owlv2_rerank_v1
TAO,5363,ovtb_v5363_p051386,0.8003927797079087,0.7089879661798477,0.8003927797079087,0.7089879661798477,0.7089879661798477,8,0.875,8,26,owlv2_rerank_v1
TAO,109,ovtb_v109_p000833,0.7995258405804635,0.7075430676341057,0.7995258405804635,0.7075430676341057,0.7075430676341057,8,0.875,8,27,owlv2_rerank_v1
TAO,1955,ovtb_v1955_p013451,0.7983067989349365,0.8555113315582276,0.7983067989349365,0.8555113315582276,0.8555113315582276,5,0.8,5,28,owlv2_rerank_v1
TAO,4696,ovtb_v4696_p044240,0.7952708803117277,0.7004514671862125,0.7952708803117277,0.7004514671862125,0.7004514671862125,8,0.875,8,29,owlv2_rerank_v1
TAO,3558,ovtb_v3558_p025610,0.7950779378414154,0.700129896402359,0.7950779378414154,0.700129896402359,0.700129896402359,8,0.875,8,30,owlv2_rerank_v1
TAO,4144,ovtb_v4144_p038337,0.7940308034420014,0.6983846724033356,0.7940308034420014,0.6983846724033356,0.6983846724033356,8,0.875,8,31,owlv2_rerank_v1
TAO,5801,ovtb_v5801_p057752,0.793795283138752,0.6979921385645866,0.793795283138752,0.6979921385645866,0.6979921385645866,8,0.875,8,32,owlv2_rerank_v1
TAO,5445,ovtb_v5445_p052467,0.7932711437344551,0.6971185728907585,0.7932711437344551,0.6971185728907585,0.6971185728907585,8,0.875,8,33,owlv2_rerank_v1
TAO,1711,ovtb_v1711_p011846,0.7924937466780345,0.7930451333522797,0.7924937466780345,0.7930451333522797,0.7930451333522797,6,0.8333333333333334,6,34,owlv2_rerank_v1
TAO,4671,ovtb_v4671_p043967,0.7917003035545349,0.6945005059242249,0.7917003035545349,0.6945005059242249,0.6945005059242249,8,0.875,8,35,owlv2_rerank_v1
TAO,4994,ovtb_v4994_p048530,0.7889243245124817,0.8398738741874695,0.7889243245124817,0.8398738741874695,0.8398738741874695,5,0.8,5,36,owlv2_rerank_v1
TAO,5082,ovtb_v5082_p048904,0.7888967300454776,0.7870501056313515,0.7888967300454776,0.7870501056313515,0.7870501056313515,6,0.8333333333333334,6,37,owlv2_rerank_v1
TAO,3079,ovtb_v3079_p020829,0.7821337670087813,0.678556278347969,0.7821337670087813,0.678556278347969,0.678556278347969,8,0.875,8,38,owlv2_rerank_v1
TAO,3630,ovtb_v3630_p026081,0.7814268574118615,0.6773780956864357,0.7814268574118615,0.6773780956864357,0.6773780956864357,8,0.875,8,39,owlv2_rerank_v1
TAO,284,ovtb_v284_p001699,0.7782533884048461,0.6720889806747437,0.7782533884048461,0.6720889806747437,0.6720889806747437,8,0.875,8,40,owlv2_rerank_v1
TAO,2297,ovtb_v2297_p015571,0.7779956187520709,0.7192784122058323,0.7779956187520709,0.7192784122058323,0.7192784122058323,7,0.8571428571428571,7,41,owlv2_rerank_v1
TAO,1219,ovtb_v1219_p009763,0.7777713999152185,0.6712856665253639,0.7777713999152185,0.6712856665253639,0.6712856665253639,8,0.875,8,42,owlv2_rerank_v1
TAO,4971,ovtb_v4971_p048317,0.7766887267430622,0.947258989016215,0.7766887267430622,0.947258989016215,0.947258989016215,3,0.6666666666666666,3,43,owlv2_rerank_v1
TAO,5291,ovtb_v5291_p050694,0.7763008100645883,0.7164537310600281,0.7763008100645883,0.7164537310600281,0.7164537310600281,7,0.8571428571428571,7,44,owlv2_rerank_v1
TAO,4370,ovtb_v4370_p041792,0.7761901751160623,0.6686502918601036,0.7761901751160623,0.6686502918601036,0.6686502918601036,8,0.875,8,45,owlv2_rerank_v1
TAO,4712,ovtb_v4712_p044269,0.7734266008649553,0.7116633823939732,0.7734266008649553,0.7116633823939732,0.7116633823939732,7,0.8571428571428571,7,46,owlv2_rerank_v1
TAO,5073,ovtb_v5073_p048831,0.7729668214917182,0.6632780358195305,0.7729668214917182,0.6632780358195305,0.6632780358195305,8,0.875,8,47,owlv2_rerank_v1
TAO,4018,ovtb_v4018_p037467,0.7716361784934999,0.8110602974891663,0.7716361784934999,0.8110602974891663,0.8110602974891663,5,0.8,5,48,owlv2_rerank_v1
TAO,594,ovtb_v594_p003279,0.7696430325508118,0.8077383875846863,0.7696430325508118,0.8077383875846863,0.8077383875846863,5,0.8,5,49,owlv2_rerank_v1
TAO,2010,ovtb_v2010_p013741,0.7690771664891924,0.704414325101035,0.7690771664891924,0.704414325101035,0.704414325101035,7,0.8571428571428571,7,50,owlv2_rerank_v1
TAO,1927,ovtb_v1927_p013129,0.768217572569847,0.6553626209497452,0.768217572569847,0.6553626209497452,0.6553626209497452,8,0.875,8,51,owlv2_rerank_v1
TAO,119,ovtb_v119_p000856,0.7665263637900352,0.6525439396500587,0.7665263637900352,0.6525439396500587,0.6525439396500587,8,0.875,8,52,owlv2_rerank_v1
TAO,5278,ovtb_v5278_p050364,0.7657029807567597,0.8595049679279327,0.7657029807567597,0.8595049679279327,0.8595049679279327,4,0.75,4,53,owlv2_rerank_v1
TAO,1691,ovtb_v1691_p011720,0.7656168535351753,0.6510280892252922,0.7656168535351753,0.6510280892252922,0.6510280892252922,8,0.875,8,54,owlv2_rerank_v1
TAO,4775,ovtb_v4775_p045268,0.7654360838234424,0.6507268063724041,0.7654360838234424,0.6507268063724041,0.6507268063724041,8,0.875,8,55,owlv2_rerank_v1
TAO,594,ovtb_v594_p003280,0.7650250871976216,0.9278195897738138,0.7650250871976216,0.9278195897738138,0.9278195897738138,3,0.6666666666666666,3,56,owlv2_rerank_v1
TAO,5446,ovtb_v5446_p052475,0.7629125714302063,0.8548542857170105,0.7629125714302063,0.8548542857170105,0.8548542857170105,4,0.75,4,57,owlv2_rerank_v1
TAO,4009,ovtb_v4009_p037412,0.7621438349996295,0.69285877261843,0.7621438349996295,0.69285877261843,0.69285877261843,7,0.8571428571428571,7,58,owlv2_rerank_v1
TAO,431,ovtb_v431_p002633,0.7618932366371154,0.6448220610618591,0.7618932366371154,0.6448220610618591,0.6448220610618591,8,0.875,8,59,owlv2_rerank_v1
TAO,5305,ovtb_v5305_p050867,0.7617224961519242,0.6445374935865402,0.7617224961519242,0.6445374935865402,0.6445374935865402,8,0.875,8,60,owlv2_rerank_v1
TAO,3586,ovtb_v3586_p025802,0.7592370967070262,0.7376173834005991,0.7592370967070262,0.7376173834005991,0.7376173834005991,6,0.8333333333333334,6,61,owlv2_rerank_v1
TAO,5598,ovtb_v5598_p055167,0.7591282948851585,0.6402138248085976,0.7591282948851585,0.6402138248085976,0.6402138248085976,8,0.875,8,62,owlv2_rerank_v1
TAO,3252,ovtb_v3252_p022367,0.7578185405050005,0.6856499484607151,0.7578185405050005,0.6856499484607151,0.6856499484607151,7,0.8571428571428571,7,63,owlv2_rerank_v1
TAO,3168,ovtb_v3168_p021743,0.757058420777321,0.6367640346288681,0.757058420777321,0.6367640346288681,0.6367640346288681,8,0.875,8,64,owlv2_rerank_v1
TAO,2055,ovtb_v2055_p014305,0.7566048324108123,0.6360080540180206,0.7566048324108123,0.6360080540180206,0.6360080540180206,8,0.875,8,65,owlv2_rerank_v1
TAO,4956,ovtb_v4956_p048135,0.7557751814524333,0.7318475246429443,0.7557751814524333,0.7318475246429443,0.7318475246429443,6,0.8333333333333334,6,66,owlv2_rerank_v1
TAO,1659,ovtb_v1659_p011370,0.7546316087245941,0.8410526812076569,0.7546316087245941,0.8410526812076569,0.8410526812076569,4,0.75,4,67,owlv2_rerank_v1
TAO,3056,ovtb_v3056_p020535,0.753882258278983,0.6790894780840192,0.753882258278983,0.6790894780840192,0.6790894780840192,7,0.8571428571428571,7,68,owlv2_rerank_v1
TAO,3168,ovtb_v3168_p021740,0.7495845660567284,0.6243076100945473,0.7495845660567284,0.6243076100945473,0.6243076100945473,8,0.875,8,69,owlv2_rerank_v1
TAO,158,ovtb_v158_p001044,0.7474293127655982,0.6207155212759972,0.7474293127655982,0.6207155212759972,0.6207155212759972,8,0.875,8,70,owlv2_rerank_v1
TAO,4916,ovtb_v4916_p047266,0.7462155540784199,0.8964703679084778,0.7462155540784199,0.8964703679084778,0.8964703679084778,3,0.6666666666666666,3,71,owlv2_rerank_v1
TAO,158,ovtb_v158_p001041,0.7454100832343102,0.6173501387238503,0.7454100832343102,0.6173501387238503,0.6173501387238503,8,0.875,8,72,owlv2_rerank_v1
TAO,3417,ovtb_v3417_p024413,0.7452415343374015,0.617069223895669,0.7452415343374015,0.617069223895669,0.617069223895669,8,0.875,8,73,owlv2_rerank_v1
TAO,4993,ovtb_v4993_p048508,0.7451180398464203,0.6168633997440338,0.7451180398464203,0.6168633997440338,0.6168633997440338,8,0.875,8,74,owlv2_rerank_v1
TAO,4018,ovtb_v4018_p037466,0.7435782392819722,0.8920748432477316,0.7435782392819722,0.8920748432477316,0.8920748432477316,3,0.6666666666666666,3,75,owlv2_rerank_v1
TAO,3544,ovtb_v3544_p025429,0.7433369547128676,0.6138949245214462,0.7433369547128676,0.6138949245214462,0.6138949245214462,8,0.875,8,76,owlv2_rerank_v1
TAO,1982,ovtb_v1982_p013491,0.7429824873805047,0.6133041456341743,0.7429824873805047,0.6133041456341743,0.6133041456341743,8,0.875,8,77,owlv2_rerank_v1
TAO,4118,ovtb_v4118_p037984,0.7419046863913537,0.611507810652256,0.7419046863913537,0.611507810652256,0.611507810652256,8,0.875,8,78,owlv2_rerank_v1
TAO,4892,ovtb_v4892_p046963,0.7416893944144249,0.6111489906907082,0.7416893944144249,0.6111489906907082,0.6111489906907082,8,0.875,8,79,owlv2_rerank_v1
TAO,5325,ovtb_v5325_p051071,0.7415458515286446,0.6109097525477409,0.7415458515286446,0.6109097525477409,0.6109097525477409,8,0.875,8,80,owlv2_rerank_v1
TAO,1414,ovtb_v1414_p010819,0.7411912813782693,0.6103188022971153,0.7411912813782693,0.6103188022971153,0.6103188022971153,8,0.875,8,81,owlv2_rerank_v1
TAO,5445,ovtb_v5445_p052468,0.7410239934921266,0.6576590367725917,0.7410239934921266,0.6576590367725917,0.6576590367725917,7,0.8571428571428571,7,82,owlv2_rerank_v1
TAO,508,ovtb_v508_p002903,0.7387839862278529,0.6539256913321358,0.7387839862278529,0.6539256913321358,0.6539256913321358,7,0.8571428571428571,7,83,owlv2_rerank_v1
TAO,4749,ovtb_v4749_p044687,0.7378135234117509,0.8130225390195847,0.7378135234117509,0.8130225390195847,0.8130225390195847,4,0.75,4,84,owlv2_rerank_v1
TAO,158,ovtb_v158_p001043,0.7375461012125015,0.6042435020208359,0.7375461012125015,0.6042435020208359,0.6042435020208359,8,0.875,8,85,owlv2_rerank_v1
TAO,2694,ovtb_v2694_p018519,0.7352592587471007,0.6004320979118347,0.7352592587471007,0.6004320979118347,0.6004320979118347,8,0.875,8,86,owlv2_rerank_v1
TAO,5351,ovtb_v5351_p051229,0.7349906299795423,0.6476034309182849,0.7349906299795423,0.6476034309182849,0.6476034309182849,7,0.8571428571428571,7,87,owlv2_rerank_v1
TAO,1955,ovtb_v1955_p013452,0.7340403040250142,0.8761782844861349,0.7340403040250142,0.8761782844861349,0.8761782844861349,3,0.6666666666666666,3,88,owlv2_rerank_v1
TAO,4908,ovtb_v4908_p047250,0.733921691775322,0.8065361529588699,0.733921691775322,0.8065361529588699,0.8065361529588699,4,0.75,4,89,owlv2_rerank_v1
TAO,4908,ovtb_v4908_p047259,0.7325893223285675,0.8043155372142792,0.7325893223285675,0.8043155372142792,0.8043155372142792,4,0.75,4,90,owlv2_rerank_v1
TAO,2488,ovtb_v2488_p016301,0.730920680363973,0.8709789117177328,0.730920680363973,0.8709789117177328,0.8709789117177328,3,0.6666666666666666,3,91,owlv2_rerank_v1
TAO,158,ovtb_v158_p001053,0.7303148065294539,0.639810391834804,0.7303148065294539,0.639810391834804,0.639810391834804,7,0.8571428571428571,7,92,owlv2_rerank_v1
TAO,5793,ovtb_v5793_p057711,0.7301215767860414,0.5918692946434021,0.7301215767860414,0.5918692946434021,0.5918692946434021,8,0.875,8,93,owlv2_rerank_v1
TAO,279,ovtb_v279_p001684,0.729947578907013,0.6391983457974025,0.729947578907013,0.6391983457974025,0.6391983457974025,7,0.8571428571428571,7,94,owlv2_rerank_v1
TAO,1686,ovtb_v1686_p011679,0.7298263430595398,0.638996286051614,0.7298263430595398,0.638996286051614,0.638996286051614,7,0.8571428571428571,7,95,owlv2_rerank_v1
TAO,4712,ovtb_v4712_p044286,0.7292609095573426,0.7404348492622376,0.7292609095573426,0.7404348492622376,0.7404348492622376,5,0.8,5,96,owlv2_rerank_v1
TAO,1687,ovtb_v1687_p011692,0.7280765682458878,0.7967942804098129,0.7280765682458878,0.7967942804098129,0.7967942804098129,4,0.75,4,97,owlv2_rerank_v1
TAO,201,ovtb_v201_p001131,0.727495962381363,0.5874932706356049,0.727495962381363,0.5874932706356049,0.5874932706356049,8,0.875,8,98,owlv2_rerank_v1
TAO,4677,ovtb_v4677_p044009,0.7248716068267822,0.7331193447113037,0.7248716068267822,0.7331193447113037,0.7331193447113037,5,0.8,5,99,owlv2_rerank_v1
TAO,1686,ovtb_v1686_p011683,0.721918204852513,0.6258160557065692,0.721918204852513,0.6258160557065692,0.6258160557065692,7,0.8571428571428571,7,100,owlv2_rerank_v1
TAO,4677,ovtb_v4677_p044020,0.7206260710954666,0.784376785159111,0.7206260710954666,0.784376785159111,0.784376785159111,4,0.75,4,101,owlv2_rerank_v1
TAO,3018,ovtb_v3018_p019994,0.7193512695176261,0.6215378301484245,0.7193512695176261,0.6215378301484245,0.6215378301484245,7,0.8571428571428571,7,102,owlv2_rerank_v1
TAO,4920,ovtb_v4920_p047282,0.7183260331551234,0.6694322774807612,0.7183260331551234,0.6694322774807612,0.6694322774807612,6,0.8333333333333334,6,103,owlv2_rerank_v1
TAO,3010,ovtb_v3010_p019855,0.7154794871807098,0.5674658119678497,0.7154794871807098,0.5674658119678497,0.5674658119678497,8,0.875,8,104,owlv2_rerank_v1
TAO,158,ovtb_v158_p001039,0.7150690058246256,0.5667816763743758,0.7150690058246256,0.5667816763743758,0.5667816763743758,8,0.875,8,105,owlv2_rerank_v1
TAO,2090,ovtb_v2090_p014608,0.7150036156177522,0.7750060260295868,0.7150036156177522,0.7750060260295868,0.7750060260295868,4,0.75,4,106,owlv2_rerank_v1
TAO,4560,ovtb_v4560_p043050,0.7148019837481636,0.6139556871993201,0.7148019837481636,0.6139556871993201,0.6139556871993201,7,0.8571428571428571,7,107,owlv2_rerank_v1
TAO,4797,ovtb_v4797_p045525,0.7145523682236672,0.5659206137061119,0.7145523682236672,0.5659206137061119,0.5659206137061119,8,0.875,8,108,owlv2_rerank_v1
TAO,3168,ovtb_v3168_p021746,0.7141214780509473,0.5652024634182453,0.7141214780509473,0.5652024634182453,0.5652024634182453,8,0.875,8,109,owlv2_rerank_v1
TAO,433,ovtb_v433_p002659,0.7137717485427857,0.6122386285236904,0.7137717485427857,0.6122386285236904,0.6122386285236904,7,0.8571428571428571,7,110,owlv2_rerank_v1
TAO,2434,ovtb_v2434_p016052,0.7134913682937623,0.772485613822937,0.7134913682937623,0.772485613822937,0.772485613822937,4,0.75,4,111,owlv2_rerank_v1
TAO,4010,ovtb_v4010_p037445,0.712789832353592,0.7129830539226532,0.712789832353592,0.7129830539226532,0.7129830539226532,5,0.8,5,112,owlv2_rerank_v1
TAO,4947,ovtb_v4947_p047806,0.7117482237517834,0.5612470395863056,0.7117482237517834,0.5612470395863056,0.5612470395863056,8,0.875,8,113,owlv2_rerank_v1
TAO,279,ovtb_v279_p001667,0.7110625058412552,0.560104176402092,0.7110625058412552,0.560104176402092,0.560104176402092,8,0.875,8,114,owlv2_rerank_v1
TAO,5002,ovtb_v5002_p048578,0.710463194847107,0.7091053247451782,0.710463194847107,0.7091053247451782,0.7091053247451782,5,0.8,5,115,owlv2_rerank_v1
TAO,2010,ovtb_v2010_p013742,0.710004308819771,0.7666738480329514,0.710004308819771,0.7666738480329514,0.7666738480329514,4,0.75,4,116,owlv2_rerank_v1
TAO,3413,ovtb_v3413_p024318,0.7097193803106036,0.6054846814700535,0.7097193803106036,0.6054846814700535,0.6054846814700535,7,0.8571428571428571,7,117,owlv2_rerank_v1
TAO,5084,ovtb_v5084_p048938,0.7087562004725139,0.6534825563430786,0.7087562004725139,0.6534825563430786,0.6534825563430786,6,0.8333333333333334,6,118,owlv2_rerank_v1
TAO,5362,ovtb_v5362_p051378,0.7084428946177165,0.6529603799184164,0.7084428946177165,0.6529603799184164,0.6529603799184164,6,0.8333333333333334,6,119,owlv2_rerank_v1
TAO,4865,ovtb_v4865_p046547,0.7061828563610714,0.6491936494906744,0.7061828563610714,0.6491936494906744,0.6491936494906744,6,0.8333333333333334,6,120,owlv2_rerank_v1
TAO,2076,ovtb_v2076_p014540,0.7060968375205994,0.7018280625343323,0.7060968375205994,0.7018280625343323,0.7018280625343323,5,0.8,5,121,owlv2_rerank_v1
TAO,5148,ovtb_v5148_p049445,0.7052942718778339,0.5981095007487706,0.7052942718778339,0.5981095007487706,0.5981095007487706,7,0.8571428571428571,7,122,owlv2_rerank_v1
TAO,431,ovtb_v431_p002634,0.704192880789439,0.6458770235379537,0.704192880789439,0.6458770235379537,0.6458770235379537,6,0.8333333333333334,6,123,owlv2_rerank_v1
TAO,117,ovtb_v117_p000853,0.7032154526029315,0.5946448019572667,0.7032154526029315,0.5946448019572667,0.5946448019572667,7,0.8571428571428571,7,124,owlv2_rerank_v1
TAO,1142,ovtb_v1142_p009393,0.7028726778924466,0.5464544631540775,0.7028726778924466,0.5464544631540775,0.5464544631540775,8,0.875,8,125,owlv2_rerank_v1
TAO,4990,ovtb_v4990_p048479,0.7027722801480976,0.59390618119921,0.7027722801480976,0.59390618119921,0.59390618119921,7,0.8571428571428571,7,126,owlv2_rerank_v1
TAO,1699,ovtb_v1699_p011736,0.7026299575964611,0.6432721515496572,0.7026299575964611,0.6432721515496572,0.6432721515496572,6,0.8333333333333334,6,127,owlv2_rerank_v1
TAO,2580,ovtb_v2580_p017233,0.7011347025632859,0.5435578376054764,0.7011347025632859,0.5435578376054764,0.5435578376054764,8,0.875,8,128,owlv2_rerank_v1
TAO,2362,ovtb_v2362_p015948,0.7002630710601807,0.7504384517669678,0.7002630710601807,0.7504384517669678,0.7504384517669678,4,0.75,4,129,owlv2_rerank_v1
TAO,3278,ovtb_v3278_p022984,0.6988642891248066,0.8175515929857889,0.6988642891248066,0.8175515929857889,0.8175515929857889,3,0.6666666666666666,3,130,owlv2_rerank_v1
TAO,1687,ovtb_v1687_p011690,0.6984885414441425,0.8169253468513489,0.6984885414441425,0.8169253468513489,0.8169253468513489,3,0.6666666666666666,3,131,owlv2_rerank_v1
TAO,4661,ovtb_v4661_p043836,0.6984789808591205,0.8169094125429789,0.6984789808591205,0.8169094125429789,0.8169094125429789,3,0.6666666666666666,3,132,owlv2_rerank_v1
TAO,1927,ovtb_v1927_p013107,0.6980650901794434,0.5860608645847866,0.6980650901794434,0.5860608645847866,0.5860608645847866,7,0.8571428571428571,7,133,owlv2_rerank_v1
TAO,1982,ovtb_v1982_p013490,0.69685444633166,0.6336462994416555,0.69685444633166,0.6336462994416555,0.6336462994416555,6,0.8333333333333334,6,134,owlv2_rerank_v1
TAO,4644,ovtb_v4644_p043636,0.6963176898658276,0.5355294831097126,0.6963176898658276,0.5355294831097126,0.5355294831097126,8,0.875,8,135,owlv2_rerank_v1
TAO,4531,ovtb_v4531_p042684,0.6951157490412395,0.630748470624288,0.6951157490412395,0.630748470624288,0.630748470624288,6,0.8333333333333334,6,136,owlv2_rerank_v1
TAO,1043,ovtb_v1043_p009089,0.6940236280361812,0.6289282689491907,0.6940236280361812,0.6289282689491907,0.6289282689491907,6,0.8333333333333334,6,137,owlv2_rerank_v1
TAO,5561,ovtb_v5561_p054107,0.693939958512783,0.5315665975213051,0.693939958512783,0.5315665975213051,0.5315665975213051,8,0.875,8,138,owlv2_rerank_v1
TAO,5405,ovtb_v5405_p051868,0.6933549866080284,0.530591644346714,0.6933549866080284,0.530591644346714,0.530591644346714,8,0.875,8,139,owlv2_rerank_v1
TAO,2362,ovtb_v2362_p015958,0.6928866585095722,0.8075888752937317,0.6928866585095722,0.8075888752937317,0.8075888752937317,3,0.6666666666666666,3,140,owlv2_rerank_v1
TAO,3640,ovtb_v3640_p026184,0.6928525010744732,0.6269763906796774,0.6928525010744732,0.6269763906796774,0.6269763906796774,6,0.8333333333333334,6,141,owlv2_rerank_v1
TAO,5280,ovtb_v5280_p050592,0.6928185443793025,0.5773166215845517,0.6928185443793025,0.5773166215845517,0.5773166215845517,7,0.8571428571428571,7,142,owlv2_rerank_v1
TAO,2314,ovtb_v2314_p015624,0.6928141781261989,0.5773093444960458,0.6928141781261989,0.5773093444960458,0.5773093444960458,7,0.8571428571428571,7,143,owlv2_rerank_v1
TAO,2058,ovtb_v2058_p014322,0.6927596296582903,0.5772184303828648,0.6927596296582903,0.5772184303828648,0.5772184303828648,7,0.8571428571428571,7,144,owlv2_rerank_v1
TAO,3558,ovtb_v3558_p025612,0.6926792780558267,0.6266876856486002,0.6926792780558267,0.6266876856486002,0.6266876856486002,6,0.8333333333333334,6,145,owlv2_rerank_v1
TAO,4677,ovtb_v4677_p044007,0.6923612117767335,0.7372686862945557,0.6923612117767335,0.7372686862945557,0.7372686862945557,4,0.75,4,146,owlv2_rerank_v1
TAO,4872,ovtb_v4872_p046702,0.6922039188444615,0.5286731980741024,0.6922039188444615,0.5286731980741024,0.5286731980741024,8,0.875,8,147,owlv2_rerank_v1
TAO,5280,ovtb_v5280_p050594,0.6913386553525924,0.7355644255876541,0.6913386553525924,0.7355644255876541,0.7355644255876541,4,0.75,4,148,owlv2_rerank_v1
TAO,4821,ovtb_v4821_p045678,0.6911839365959169,0.7353065609931946,0.6911839365959169,0.7353065609931946,0.7353065609931946,4,0.75,4,149,owlv2_rerank_v1
TAO,5952,ovtb_v5952_p059153,0.6906461656093599,0.5260769426822662,0.6906461656093599,0.5260769426822662,0.5260769426822662,8,0.875,8,150,owlv2_rerank_v1
TAO,5405,ovtb_v5405_p051869,0.689957320690155,0.524928867816925,0.689957320690155,0.524928867816925,0.524928867816925,8,0.875,8,151,owlv2_rerank_v1
TAO,5642,ovtb_v5642_p056493,0.68880937567779,0.5706346737486976,0.68880937567779,0.5706346737486976,0.5706346737486976,7,0.8571428571428571,7,152,owlv2_rerank_v1
TAO,2003,ovtb_v2003_p013719,0.6884065270423889,0.7306775450706482,0.6884065270423889,0.7306775450706482,0.7306775450706482,4,0.75,4,153,owlv2_rerank_v1
TAO,5597,ovtb_v5597_p055085,0.6880535940329234,0.6189782122770945,0.6880535940329234,0.6189782122770945,0.6189782122770945,6,0.8333333333333334,6,154,owlv2_rerank_v1
TAO,3456,ovtb_v3456_p024809,0.6877821877598762,0.5213036462664604,0.6877821877598762,0.5213036462664604,0.5213036462664604,8,0.875,8,155,owlv2_rerank_v1
TAO,3506,ovtb_v3506_p025121,0.6871618926525116,0.567888868706567,0.6871618926525116,0.567888868706567,0.567888868706567,7,0.8571428571428571,7,156,owlv2_rerank_v1
TAO,3157,ovtb_v3157_p021613,0.6871216722897121,0.5678218347685677,0.6871216722897121,0.5678218347685677,0.5678218347685677,7,0.8571428571428571,7,157,owlv2_rerank_v1
