proposal_source,K,alpha,mean_release,true_candidates_PARC_mean,cost_per_true_candidate_PARC,true_candidates_raw_mean,cost_per_true_candidate_raw,efficiency_lift,evidence_status,source_table,source_sha256
cgcnn_ensemble_learned_materials_model,100,0.1,100.0,97.0,1.0309278350515465,97.0,1.0309278350515465,0.0,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,300,0.1,163.8,145.85000000000002,1.123071648954405,229.5,1.30718954248366,0.1434437613102051,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,500,0.1,118.8,114.1,1.0411919368974585,337.05,1.483459427384661,0.2940027940157185,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,1000,0.1,83.05,81.39999999999999,1.0202702702702704,590.4,1.6937669376693767,0.1960469835136979,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,5000,0.1,0.0,0.0,,2967.45,1.6849483563328784,-0.5934899999999999,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,100,0.2,100.0,97.0,1.0309278350515465,97.0,1.0309278350515465,0.0,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,300,0.2,287.9,222.05,1.2965548299932448,229.5,1.30718954248366,0.0094101949504633,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,500,0.2,198.7,166.0,1.1969879518072288,337.05,1.483459427384661,0.1913638009074638,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,1000,0.2,118.8,114.1,1.0411919368974585,590.4,1.6937669376693767,0.3777027940157184,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
cgcnn_ensemble_learned_materials_model,5000,0.2,0.0,0.0,,2967.45,1.6849483563328784,-0.5934899999999999,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,100,0.1,100.0,95.35,1.048767697954903,95.35,1.048767697954903,0.0,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,300,0.1,197.0,172.5,1.1420289855072463,244.8,1.2254901960784312,0.0705775574683174,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,500,0.1,102.75,97.7,1.0516888433981575,389.55,1.283532280836863,0.1795860439666028,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,1000,0.1,68.7,67.8,1.013274336283186,708.4,1.411631846414455,0.0827903835221635,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,5000,0.1,0.0,0.0,,2316.55,2.158382076795234,-0.46331,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,100,0.2,100.0,95.35,1.048767697954903,95.35,1.048767697954903,0.0,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,300,0.2,300.0,244.8,1.2254901960784312,244.8,1.2254901960784312,0.0,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,500,0.2,404.45,320.45,1.262131377750039,389.55,1.283532280836863,0.0190464110812625,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,1000,0.2,102.75,97.7,1.0516888433981575,708.4,1.411631846414455,0.2502860439666029,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
megnet_weak_learned_materials_model,5000,0.2,0.0,0.0,,2316.55,2.158382076795234,-0.46331,completed_public_DFT_label_followup,outputs/milestones/fixed_budget_scientific_utility_trial/table_cost_per_true_candidate.csv,875c0343a835c90b285f9a2a907a1e14fadacf996f62610cc1c0ea6ca8d6795c
