alpha,seed,K,released,official_proxy_FTR,partial_UTR_seen_by_PARC,raw_topK_official_proxy_FTR,n_cal_blocks,n_nonempty_null_cal_blocks,p_min_effective,gamma,emax_effective,required_emax,max_observed_e,best_mass_ratio,tau_k,self_consistency_margin,empty_reason,observed_positive_source,paper_status,source_name
0.1,6,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,6,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,6,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.4971052984742174,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,6,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,6,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,6,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,0.9942105969484348,,,insufficient_high_e_mass_for_uniform_scs,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,7,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,7,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,7,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.62622355781817,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,7,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,7,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,7,100,97,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.25244711563634,5.154639175257731,1.301273791939897,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,8,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,8,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,8,100,0,0.0,0.0,0.01,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,8,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,8,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,8,100,100,0.01,0.01,0.01,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,9,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,9,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,9,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,9,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,9,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,9,100,100,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,10,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,10,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,10,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,10,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,10,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,10,100,100,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,11,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,11,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,11,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,11,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,11,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,11,100,100,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,12,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,12,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,12,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.5164730373758103,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,12,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,12,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,12,100,80,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.0329460747516206,6.25,0.2059129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,13,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,13,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,13,100,0,0.0,0.0,0.01,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,13,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,13,50,50,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,13,100,100,0.01,0.01,0.01,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,14,25,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,14,50,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6455912967197628,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.1,14,100,0,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,10.0,6.455912967197628,0.6391353837525652,,,resolution_below_required_emax,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
0.2,14,25,25,0.0,0.0,0.0,75,75,0.013157894736842105,0.23090777506376875,6.455912967197628,5.0,6.455912967197628,1.2911825934395256,5.0,1.4559129671976283,,official_proxy_from_calibration_audit_for_planning_only,not_a_human_audited_flagship_until_human_fields_are_confirmed,GroundingDINO-SwinT animal-present fallback
