audit_id,sample_set,dataset,location_id,video_id,original_video_id,_temporal_chunk,path_id,query,score,objectness,candidate_rank,frame_start,frame_end,support_semantics,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
iwild-cal-000013,calibration_audit,iWildCam2022,57,5702,57,2,iwildcam_l57_img3309_d001_animal,animal,0.949607789516449,0.949607789516449,1,108,108,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000014,calibration_audit,iWildCam2022,57,5703,57,3,iwildcam_l57_img3338_d001_animal,animal,0.9382188320159912,0.9382188320159912,82,137,137,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000015,calibration_audit,iWildCam2022,57,5704,57,4,iwildcam_l57_img3386_d001_animal,animal,0.9341310262680054,0.9341310262680054,168,185,185,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000016,calibration_audit,iWildCam2022,90,9000,90,0,iwildcam_l90_img1409_d001_animal,animal,0.9441124200820924,0.9441124200820924,18,8,8,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000017,calibration_audit,iWildCam2022,90,9001,90,1,iwildcam_l90_img1478_d001_animal,animal,0.9264674782752992,0.9264674782752992,370,77,77,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000018,calibration_audit,iWildCam2022,90,9002,90,2,iwildcam_l90_img1499_d001_animal,animal,0.4105487465858459,0.4105487465858459,4991,98,98,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000019,calibration_audit,iWildCam2022,90,9003,90,3,iwildcam_l90_img1552_d001_animal,animal,0.9350851774215698,0.9350851774215698,148,151,151,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000020,calibration_audit,iWildCam2022,90,9004,90,4,iwildcam_l90_img1593_d002_animal,animal,0.4183753728866577,0.4183753728866577,4883,192,192,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.8,human_confirmed
iwild-cal-000021,calibration_audit,iWildCam2022,105,10500,105,0,iwildcam_l105_img5802_d001_animal,animal,0.9386211037635804,0.9386211037635804,78,1,1,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000022,calibration_audit,iWildCam2022,105,10501,105,1,iwildcam_l105_img5854_d001_animal,animal,0.936129093170166,0.936129093170166,116,53,53,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000023,calibration_audit,iWildCam2022,105,10502,105,2,iwildcam_l105_img5915_d001_animal,animal,0.9419036507606506,0.9419036507606506,37,114,114,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000024,calibration_audit,iWildCam2022,105,10503,105,3,iwildcam_l105_img5947_d001_animal,animal,0.9413167238235474,0.9413167238235474,38,146,146,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000025,calibration_audit,iWildCam2022,105,10504,105,4,iwildcam_l105_img5990_d001_animal,animal,0.937855064868927,0.937855064868927,88,189,189,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000026,calibration_audit,iWildCam2022,119,11900,119,0,iwildcam_l119_img5631_d001_animal,animal,0.943760633468628,0.943760633468628,20,30,30,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000027,calibration_audit,iWildCam2022,119,11901,119,1,iwildcam_l119_img5679_d001_animal,animal,0.9359837174415588,0.9359837174415588,120,78,78,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000028,calibration_audit,iWildCam2022,119,11902,119,2,iwildcam_l119_img5693_d001_animal,animal,0.938932716846466,0.938932716846466,71,92,92,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000029,calibration_audit,iWildCam2022,119,11903,119,3,iwildcam_l119_img5726_d001_animal,animal,0.9357700943946838,0.9357700943946838,125,125,125,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000030,calibration_audit,iWildCam2022,119,11904,119,4,iwildcam_l119_img5781_d001_animal,animal,0.9381378293037416,0.9381378293037416,84,180,180,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000031,calibration_audit,iWildCam2022,165,16500,165,0,iwildcam_l165_img5019_d001_animal,animal,0.9146063923835754,0.9146063923835754,752,18,18,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000032,calibration_audit,iWildCam2022,165,16501,165,1,iwildcam_l165_img5050_d003_animal,animal,0.4221213459968567,0.4221213459968567,4836,49,49,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000033,calibration_audit,iWildCam2022,165,16502,165,2,iwildcam_l165_img5090_d002_animal,animal,0.423062264919281,0.423062264919281,4819,89,89,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000034,calibration_audit,iWildCam2022,165,16503,165,3,iwildcam_l165_img5124_d001_animal,animal,0.6196852326393127,0.6196852326393127,3170,123,123,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000035,calibration_audit,iWildCam2022,165,16504,165,4,iwildcam_l165_img5175_d004_animal,animal,0.4176028966903686,0.4176028966903686,4891,174,174,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.8,human_confirmed
iwild-cal-000036,calibration_audit,iWildCam2022,176,17600,176,0,iwildcam_l176_img5427_d001_animal,animal,0.9422962069511414,0.9422962069511414,35,26,26,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000037,calibration_audit,iWildCam2022,176,17601,176,1,iwildcam_l176_img5441_d001_animal,animal,0.9425472021102904,0.9425472021102904,31,40,40,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000038,calibration_audit,iWildCam2022,176,17602,176,2,iwildcam_l176_img5489_d001_animal,animal,0.9411558508872986,0.9411558508872986,41,88,88,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000039,calibration_audit,iWildCam2022,176,17603,176,3,iwildcam_l176_img5545_d001_animal,animal,0.943602442741394,0.943602442741394,22,144,144,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000040,calibration_audit,iWildCam2022,176,17604,176,4,iwildcam_l176_img5562_d001_animal,animal,0.9429720640182496,0.9429720640182496,28,161,161,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000041,calibration_audit,iWildCam2022,177,17700,177,0,iwildcam_l177_img1813_d001_animal,animal,0.9399285912513732,0.9399285912513732,57,12,12,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000042,calibration_audit,iWildCam2022,177,17701,177,1,iwildcam_l177_img1861_d001_animal,animal,0.9307862520217896,0.9307862520217896,249,60,60,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000043,calibration_audit,iWildCam2022,177,17702,177,2,iwildcam_l177_img1902_d001_animal,animal,0.9356511831283568,0.9356511831283568,129,101,101,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000044,calibration_audit,iWildCam2022,177,17703,177,3,iwildcam_l177_img1954_d001_animal,animal,0.9387919902801514,0.9387919902801514,73,153,153,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000045,calibration_audit,iWildCam2022,177,17704,177,4,iwildcam_l177_img1988_d001_animal,animal,0.9388983249664308,0.9388983249664308,72,187,187,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000046,calibration_audit,iWildCam2022,210,21000,210,0,iwildcam_l210_img626_d001_animal,animal,0.932639479637146,0.932639479637146,197,25,25,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000047,calibration_audit,iWildCam2022,210,21001,210,1,iwildcam_l210_img680_d001_animal,animal,0.9363762140274048,0.9363762140274048,111,79,79,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000048,calibration_audit,iWildCam2022,210,21002,210,2,iwildcam_l210_img720_d001_animal,animal,0.933140993118286,0.933140993118286,189,119,119,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000049,calibration_audit,iWildCam2022,210,21003,210,3,iwildcam_l210_img754_d001_animal,animal,0.9392412900924684,0.9392412900924684,67,153,153,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000050,calibration_audit,iWildCam2022,210,21004,210,4,iwildcam_l210_img788_d001_animal,animal,0.933463990688324,0.933463990688324,178,187,187,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000051,calibration_audit,iWildCam2022,212,21200,212,0,iwildcam_l212_img37_d001_animal,animal,0.9311374425888062,0.9311374425888062,237,36,36,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000052,calibration_audit,iWildCam2022,212,21201,212,1,iwildcam_l212_img44_d001_animal,animal,0.9307832717895508,0.9307832717895508,250,43,43,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000053,calibration_audit,iWildCam2022,212,21202,212,2,iwildcam_l212_img118_d001_animal,animal,0.939426600933075,0.939426600933075,62,117,117,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000054,calibration_audit,iWildCam2022,212,21203,212,3,iwildcam_l212_img155_d001_animal,animal,0.937131941318512,0.937131941318512,98,154,154,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000055,calibration_audit,iWildCam2022,212,21204,212,4,iwildcam_l212_img198_d001_animal,animal,0.936654269695282,0.936654269695282,107,197,197,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000056,calibration_audit,iWildCam2022,218,21800,218,0,iwildcam_l218_img2221_d001_animal,animal,0.9336304664611816,0.9336304664611816,175,20,20,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000057,calibration_audit,iWildCam2022,218,21801,218,1,iwildcam_l218_img2250_d001_animal,animal,0.9411312937736512,0.9411312937736512,42,49,49,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000058,calibration_audit,iWildCam2022,218,21802,218,2,iwildcam_l218_img2304_d001_animal,animal,0.9303054809570312,0.9303054809570312,269,103,103,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000059,calibration_audit,iWildCam2022,218,21803,218,3,iwildcam_l218_img2335_d001_animal,animal,0.9367316365242004,0.9367316365242004,106,134,134,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000060,calibration_audit,iWildCam2022,218,21804,218,4,iwildcam_l218_img2370_d001_animal,animal,0.9387057423591614,0.9387057423591614,75,169,169,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000061,calibration_audit,iWildCam2022,256,25600,256,0,iwildcam_l256_img4619_d001_animal,animal,0.9317836761474608,0.9317836761474608,217,18,18,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000062,calibration_audit,iWildCam2022,256,25601,256,1,iwildcam_l256_img4672_d001_animal,animal,0.421730101108551,0.421730101108551,4841,71,71,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000063,calibration_audit,iWildCam2022,256,25602,256,2,iwildcam_l256_img4686_d001_animal,animal,0.4189763963222503,0.4189763963222503,4876,85,85,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.8,human_confirmed
iwild-cal-000064,calibration_audit,iWildCam2022,256,25603,256,3,iwildcam_l256_img4749_d001_animal,animal,0.4204486310482025,0.4204486310482025,4854,148,148,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000065,calibration_audit,iWildCam2022,256,25604,256,4,iwildcam_l256_img4795_d001_animal,animal,0.3964078724384308,0.3964078724384308,5221,194,194,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000066,calibration_audit,iWildCam2022,266,26600,266,0,iwildcam_l266_img4205_d001_animal,animal,0.3930768072605133,0.3930768072605133,5267,4,4,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000067,calibration_audit,iWildCam2022,266,26601,266,1,iwildcam_l266_img4269_d001_animal,animal,0.4216079115867615,0.4216079115867615,4843,68,68,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000068,calibration_audit,iWildCam2022,266,26602,266,2,iwildcam_l266_img4306_d001_animal,animal,0.3769384920597076,0.3769384920597076,5586,105,105,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000069,calibration_audit,iWildCam2022,266,26603,266,3,iwildcam_l266_img4347_d001_animal,animal,0.3990583121776581,0.3990583121776581,5186,146,146,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000070,calibration_audit,iWildCam2022,266,26604,266,4,iwildcam_l266_img4387_d001_animal,animal,0.4044510722160339,0.4044510722160339,5108,186,186,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000071,calibration_audit,iWildCam2022,336,33600,336,0,iwildcam_l336_img4423_d001_animal,animal,0.9201565384864808,0.9201565384864808,584,22,22,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000072,calibration_audit,iWildCam2022,336,33601,336,1,iwildcam_l336_img4453_d001_animal,animal,0.422600507736206,0.422600507736206,4825,52,52,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000073,calibration_audit,iWildCam2022,336,33602,336,2,iwildcam_l336_img4501_d001_animal,animal,0.4215092957019806,0.4215092957019806,4844,100,100,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000074,calibration_audit,iWildCam2022,336,33603,336,3,iwildcam_l336_img4539_d001_animal,animal,0.408659279346466,0.408659279346466,5019,138,138,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000075,calibration_audit,iWildCam2022,336,33604,336,4,iwildcam_l336_img4593_d001_animal,animal,0.4134545624256134,0.4134545624256134,4941,192,192,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000076,calibration_audit,iWildCam2022,337,33700,337,0,iwildcam_l337_img3836_d001_animal,animal,0.4089106917381286,0.4089106917381286,5015,35,35,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000077,calibration_audit,iWildCam2022,337,33701,337,1,iwildcam_l337_img3879_d001_animal,animal,0.4098420739173889,0.4098420739173889,5002,78,78,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000078,calibration_audit,iWildCam2022,337,33702,337,2,iwildcam_l337_img3915_d001_animal,animal,0.850521981716156,0.850521981716156,1687,114,114,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000079,calibration_audit,iWildCam2022,337,33703,337,3,iwildcam_l337_img3939_d001_animal,animal,0.4158558249473572,0.4158558249473572,4912,138,138,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000080,calibration_audit,iWildCam2022,337,33704,337,4,iwildcam_l337_img3984_d001_animal,animal,0.8670527338981628,0.8670527338981628,1528,183,183,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000081,calibration_audit,iWildCam2022,345,34500,345,0,iwildcam_l345_img1209_d001_animal,animal,0.4209313690662384,0.4209313690662384,4851,8,8,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000082,calibration_audit,iWildCam2022,345,34501,345,1,iwildcam_l345_img1252_d002_animal,animal,0.4179576337337494,0.4179576337337494,4890,51,51,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.8,human_confirmed
iwild-cal-000083,calibration_audit,iWildCam2022,345,34502,345,2,iwildcam_l345_img1285_d002_animal,animal,0.4167335927486419,0.4167335927486419,4903,84,84,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000084,calibration_audit,iWildCam2022,345,34503,345,3,iwildcam_l345_img1332_d001_animal,animal,0.4199986457824707,0.4199986457824707,4859,131,131,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.8,human_confirmed
iwild-cal-000085,calibration_audit,iWildCam2022,345,34504,345,4,iwildcam_l345_img1396_d002_animal,animal,0.4194500744342804,0.4194500744342804,4870,195,195,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.8,human_confirmed
iwild-cal-000086,calibration_audit,iWildCam2022,392,39200,392,0,iwildcam_l392_img3002_d001_animal,animal,0.9469857215881348,0.9469857215881348,6,1,1,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000087,calibration_audit,iWildCam2022,392,39201,392,1,iwildcam_l392_img3059_d001_animal,animal,0.9353022575378418,0.9353022575378418,139,58,58,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000088,calibration_audit,iWildCam2022,392,39202,392,2,iwildcam_l392_img3120_d001_animal,animal,0.940891683101654,0.940891683101654,48,119,119,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000089,calibration_audit,iWildCam2022,392,39203,392,3,iwildcam_l392_img3139_d001_animal,animal,0.9309208393096924,0.9309208393096924,244,138,138,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000090,calibration_audit,iWildCam2022,392,39204,392,4,iwildcam_l392_img3189_d001_animal,animal,0.9305482506752014,0.9305482506752014,257,188,188,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000091,calibration_audit,iWildCam2022,408,40800,408,0,iwildcam_l408_img3401_d001_animal,animal,0.934416651725769,0.934416651725769,161,0,0,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000092,calibration_audit,iWildCam2022,408,40801,408,1,iwildcam_l408_img3441_d001_animal,animal,0.9410094618797302,0.9410094618797302,44,40,40,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000093,calibration_audit,iWildCam2022,408,40802,408,2,iwildcam_l408_img3497_d001_animal,animal,0.9359264969825744,0.9359264969825744,123,96,96,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000094,calibration_audit,iWildCam2022,408,40803,408,3,iwildcam_l408_img3543_d001_animal,animal,0.932353973388672,0.932353973388672,203,142,142,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000095,calibration_audit,iWildCam2022,408,40804,408,4,iwildcam_l408_img3582_d001_animal,animal,0.938780963420868,0.938780963420868,74,181,181,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000096,calibration_audit,iWildCam2022,449,44900,449,0,iwildcam_l449_img4025_d001_animal,animal,0.9462645649909972,0.9462645649909972,7,24,24,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000097,calibration_audit,iWildCam2022,449,44901,449,1,iwildcam_l449_img4052_d001_animal,animal,0.9441157579421996,0.9441157579421996,17,51,51,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000098,calibration_audit,iWildCam2022,449,44902,449,2,iwildcam_l449_img4087_d001_animal,animal,0.9369977116584778,0.9369977116584778,99,86,86,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000099,calibration_audit,iWildCam2022,449,44903,449,3,iwildcam_l449_img4156_d001_animal,animal,0.942049503326416,0.942049503326416,36,155,155,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000100,calibration_audit,iWildCam2022,449,44904,449,4,iwildcam_l449_img4167_d001_animal,animal,0.94345623254776,0.94345623254776,23,166,166,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000101,calibration_audit,iWildCam2022,456,45600,456,0,iwildcam_l456_img423_d001_animal,animal,0.93083918094635,0.93083918094635,246,22,22,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000102,calibration_audit,iWildCam2022,456,45601,456,1,iwildcam_l456_img471_d001_animal,animal,0.9386749863624572,0.9386749863624572,77,70,70,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000103,calibration_audit,iWildCam2022,456,45602,456,2,iwildcam_l456_img516_d001_animal,animal,0.9199011325836182,0.9199011325836182,594,115,115,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000104,calibration_audit,iWildCam2022,456,45603,456,3,iwildcam_l456_img533_d001_animal,animal,0.930709958076477,0.930709958076477,253,132,132,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000105,calibration_audit,iWildCam2022,456,45604,456,4,iwildcam_l456_img588_d001_animal,animal,0.9373685717582704,0.9373685717582704,96,187,187,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000106,calibration_audit,iWildCam2022,464,46400,464,0,iwildcam_l464_img2822_d001_animal,animal,0.4226922392845154,0.4226922392845154,4823,21,21,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.8,human_confirmed
iwild-cal-000107,calibration_audit,iWildCam2022,464,46401,464,1,iwildcam_l464_img2865_d001_animal,animal,0.4174049496650696,0.4174049496650696,4893,64,64,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000108,calibration_audit,iWildCam2022,464,46402,464,2,iwildcam_l464_img2906_d001_animal,animal,0.4179667532444,0.4179667532444,4889,105,105,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.8,human_confirmed
iwild-cal-000109,calibration_audit,iWildCam2022,464,46403,464,3,iwildcam_l464_img2945_d001_animal,animal,0.3848691880702972,0.3848691880702972,5417,144,144,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000110,calibration_audit,iWildCam2022,464,46404,464,4,iwildcam_l464_img2981_d001_animal,animal,0.4083479046821594,0.4083479046821594,5026,180,180,image_level_animal_presence_support,not_animal,no,human review confirmed not-animal detection,0.72,human_confirmed
iwild-cal-000111,calibration_audit,iWildCam2022,470,47000,470,0,iwildcam_l470_img829_d001_animal,animal,0.9402031302452089,0.9402031302452089,54,28,28,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000112,calibration_audit,iWildCam2022,470,47001,470,1,iwildcam_l470_img860_d001_animal,animal,0.9440371990203856,0.9440371990203856,19,59,59,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
iwild-cal-000113,calibration_audit,iWildCam2022,470,47002,470,2,iwildcam_l470_img890_d001_animal,animal,0.944972813129425,0.944972813129425,11,89,89,image_level_animal_presence_support,animal,yes,human review confirmed animal-present detection,0.88,human_confirmed
