audit_id,sample_set,dataset,location_id,video_id,original_video_id,_temporal_chunk,path_id,query,score,objectness,candidate_rank,frame_start,frame_end,support_semantics,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status
iwild-raw-000025,raw_topK_audit,iWildCam2022,529,52902,529,2,iwildcam_l529_img5307_d001_animal,animal,0.9431976079940796,0.9431976079940796,25,106,106,image_level_animal_presence_support,,,,,
iwild-raw-000026,raw_topK_audit,iWildCam2022,526,52603,526,3,iwildcam_l526_img4940_d001_animal,animal,0.943178415298462,0.943178415298462,26,139,139,image_level_animal_presence_support,,,,,
iwild-raw-000027,raw_topK_audit,iWildCam2022,3,303,3,3,iwildcam_l3_img324_d001_animal,animal,0.9430386424064636,0.9430386424064636,27,123,123,image_level_animal_presence_support,,,,,
iwild-raw-000028,raw_topK_audit,iWildCam2022,176,17604,176,4,iwildcam_l176_img5562_d001_animal,animal,0.9429720640182496,0.9429720640182496,28,161,161,image_level_animal_presence_support,,,,,
iwild-raw-000029,raw_topK_audit,iWildCam2022,3,302,3,2,iwildcam_l3_img306_d001_animal,animal,0.9428577423095704,0.9428577423095704,29,105,105,image_level_animal_presence_support,,,,,
iwild-raw-000030,raw_topK_audit,iWildCam2022,519,51904,519,4,iwildcam_l519_img2564_d001_animal,animal,0.942653477191925,0.942653477191925,30,163,163,image_level_animal_presence_support,,,,,
iwild-raw-000031,raw_topK_audit,iWildCam2022,176,17601,176,1,iwildcam_l176_img5441_d001_animal,animal,0.9425472021102904,0.9425472021102904,31,40,40,image_level_animal_presence_support,,,,,
iwild-raw-000032,raw_topK_audit,iWildCam2022,526,52604,526,4,iwildcam_l526_img4979_d001_animal,animal,0.9425179958343506,0.9425179958343506,32,178,178,image_level_animal_presence_support,,,,,
iwild-raw-000033,raw_topK_audit,iWildCam2022,3,304,3,4,iwildcam_l3_img381_d001_animal,animal,0.9424986839294434,0.9424986839294434,33,180,180,image_level_animal_presence_support,,,,,
iwild-raw-000034,raw_topK_audit,iWildCam2022,519,51903,519,3,iwildcam_l519_img2521_d001_animal,animal,0.9423089027404784,0.9423089027404784,34,120,120,image_level_animal_presence_support,,,,,
iwild-raw-000035,raw_topK_audit,iWildCam2022,176,17600,176,0,iwildcam_l176_img5427_d001_animal,animal,0.9422962069511414,0.9422962069511414,35,26,26,image_level_animal_presence_support,,,,,
iwild-raw-000036,raw_topK_audit,iWildCam2022,449,44903,449,3,iwildcam_l449_img4156_d001_animal,animal,0.942049503326416,0.942049503326416,36,155,155,image_level_animal_presence_support,,,,,
iwild-raw-000037,raw_topK_audit,iWildCam2022,105,10502,105,2,iwildcam_l105_img5915_d001_animal,animal,0.9419036507606506,0.9419036507606506,37,114,114,image_level_animal_presence_support,,,,,
iwild-raw-000038,raw_topK_audit,iWildCam2022,105,10503,105,3,iwildcam_l105_img5947_d001_animal,animal,0.9413167238235474,0.9413167238235474,38,146,146,image_level_animal_presence_support,,,,,
iwild-raw-000039,raw_topK_audit,iWildCam2022,105,10502,105,2,iwildcam_l105_img5907_d001_animal,animal,0.9413025975227356,0.9413025975227356,39,106,106,image_level_animal_presence_support,,,,,
iwild-raw-000040,raw_topK_audit,iWildCam2022,57,5701,57,1,iwildcam_l57_img3251_d001_animal,animal,0.9412175416946412,0.9412175416946412,40,50,50,image_level_animal_presence_support,,,,,
iwild-raw-000041,raw_topK_audit,iWildCam2022,176,17602,176,2,iwildcam_l176_img5489_d001_animal,animal,0.9411558508872986,0.9411558508872986,41,88,88,image_level_animal_presence_support,,,,,
iwild-raw-000042,raw_topK_audit,iWildCam2022,218,21801,218,1,iwildcam_l218_img2250_d001_animal,animal,0.9411312937736512,0.9411312937736512,42,49,49,image_level_animal_presence_support,,,,,
iwild-raw-000043,raw_topK_audit,iWildCam2022,176,17600,176,0,iwildcam_l176_img5425_d001_animal,animal,0.9411221146583556,0.9411221146583556,43,24,24,image_level_animal_presence_support,,,,,
iwild-raw-000044,raw_topK_audit,iWildCam2022,408,40801,408,1,iwildcam_l408_img3441_d001_animal,animal,0.9410094618797302,0.9410094618797302,44,40,40,image_level_animal_presence_support,,,,,
iwild-raw-000045,raw_topK_audit,iWildCam2022,526,52601,526,1,iwildcam_l526_img4844_d001_animal,animal,0.9409452676773072,0.9409452676773072,45,43,43,image_level_animal_presence_support,,,,,
iwild-raw-000046,raw_topK_audit,iWildCam2022,176,17603,176,3,iwildcam_l176_img5550_d001_animal,animal,0.9409309029579164,0.9409309029579164,46,149,149,image_level_animal_presence_support,,,,,
iwild-raw-000047,raw_topK_audit,iWildCam2022,176,17600,176,0,iwildcam_l176_img5416_d001_animal,animal,0.9409221410751344,0.9409221410751344,47,15,15,image_level_animal_presence_support,,,,,
iwild-raw-000048,raw_topK_audit,iWildCam2022,392,39202,392,2,iwildcam_l392_img3120_d001_animal,animal,0.940891683101654,0.940891683101654,48,119,119,image_level_animal_presence_support,,,,,
iwild-raw-000049,raw_topK_audit,iWildCam2022,526,52603,526,3,iwildcam_l526_img4943_d001_animal,animal,0.9407414197921752,0.9407414197921752,49,142,142,image_level_animal_presence_support,,,,,
iwild-raw-000050,raw_topK_audit,iWildCam2022,519,51901,519,1,iwildcam_l519_img2455_d001_animal,animal,0.9407342076301576,0.9407342076301576,50,54,54,image_level_animal_presence_support,,,,,
iwild-raw-000051,raw_topK_audit,iWildCam2022,3,304,3,4,iwildcam_l3_img371_d001_animal,animal,0.9406979084014891,0.9406979084014891,51,170,170,image_level_animal_presence_support,,,,,
iwild-raw-000052,raw_topK_audit,iWildCam2022,449,44903,449,3,iwildcam_l449_img4121_d001_animal,animal,0.9405092597007751,0.9405092597007751,52,120,120,image_level_animal_presence_support,,,,,
iwild-raw-000053,raw_topK_audit,iWildCam2022,57,5700,57,0,iwildcam_l57_img3222_d001_animal,animal,0.9402663707733154,0.9402663707733154,53,21,21,image_level_animal_presence_support,,,,,
iwild-raw-000054,raw_topK_audit,iWildCam2022,470,47000,470,0,iwildcam_l470_img829_d001_animal,animal,0.9402031302452089,0.9402031302452089,54,28,28,image_level_animal_presence_support,,,,,
iwild-raw-000055,raw_topK_audit,iWildCam2022,105,10503,105,3,iwildcam_l105_img5927_d001_animal,animal,0.9401288628578186,0.9401288628578186,55,126,126,image_level_animal_presence_support,,,,,
iwild-raw-000056,raw_topK_audit,iWildCam2022,57,5702,57,2,iwildcam_l57_img3317_d001_animal,animal,0.9401169419288636,0.9401169419288636,56,116,116,image_level_animal_presence_support,,,,,
iwild-raw-000057,raw_topK_audit,iWildCam2022,177,17700,177,0,iwildcam_l177_img1813_d001_animal,animal,0.9399285912513732,0.9399285912513732,57,12,12,image_level_animal_presence_support,,,,,
iwild-raw-000058,raw_topK_audit,iWildCam2022,519,51901,519,1,iwildcam_l519_img2479_d001_animal,animal,0.939770519733429,0.939770519733429,58,78,78,image_level_animal_presence_support,,,,,
iwild-raw-000059,raw_topK_audit,iWildCam2022,177,17700,177,0,iwildcam_l177_img1818_d001_animal,animal,0.9396931529045104,0.9396931529045104,59,17,17,image_level_animal_presence_support,,,,,
iwild-raw-000060,raw_topK_audit,iWildCam2022,470,47000,470,0,iwildcam_l470_img825_d001_animal,animal,0.939673900604248,0.939673900604248,60,24,24,image_level_animal_presence_support,,,,,
iwild-raw-000061,raw_topK_audit,iWildCam2022,519,51904,519,4,iwildcam_l519_img2599_d001_animal,animal,0.939506471157074,0.939506471157074,61,198,198,image_level_animal_presence_support,,,,,
iwild-raw-000062,raw_topK_audit,iWildCam2022,212,21202,212,2,iwildcam_l212_img118_d001_animal,animal,0.939426600933075,0.939426600933075,62,117,117,image_level_animal_presence_support,,,,,
iwild-raw-000063,raw_topK_audit,iWildCam2022,449,44900,449,0,iwildcam_l449_img4012_d001_animal,animal,0.9394014477729796,0.9394014477729796,63,11,11,image_level_animal_presence_support,,,,,
iwild-raw-000064,raw_topK_audit,iWildCam2022,470,47003,470,3,iwildcam_l470_img922_d001_animal,animal,0.93936949968338,0.93936949968338,64,121,121,image_level_animal_presence_support,,,,,
iwild-raw-000065,raw_topK_audit,iWildCam2022,470,47001,470,1,iwildcam_l470_img858_d001_animal,animal,0.9393510818481444,0.9393510818481444,65,57,57,image_level_animal_presence_support,,,,,
iwild-raw-000066,raw_topK_audit,iWildCam2022,3,300,3,0,iwildcam_l3_img202_d001_animal,animal,0.9393069744110109,0.9393069744110109,66,1,1,image_level_animal_presence_support,,,,,
iwild-raw-000067,raw_topK_audit,iWildCam2022,210,21003,210,3,iwildcam_l210_img754_d001_animal,animal,0.9392412900924684,0.9392412900924684,67,153,153,image_level_animal_presence_support,,,,,
iwild-raw-000068,raw_topK_audit,iWildCam2022,526,52601,526,1,iwildcam_l526_img4845_d001_animal,animal,0.9392096400260924,0.9392096400260924,68,44,44,image_level_animal_presence_support,,,,,
iwild-raw-000069,raw_topK_audit,iWildCam2022,176,17603,176,3,iwildcam_l176_img5561_d001_animal,animal,0.9391241073608398,0.9391241073608398,69,160,160,image_level_animal_presence_support,,,,,
iwild-raw-000070,raw_topK_audit,iWildCam2022,176,17603,176,3,iwildcam_l176_img5541_d001_animal,animal,0.9390933513641356,0.9390933513641356,70,140,140,image_level_animal_presence_support,,,,,
iwild-raw-000071,raw_topK_audit,iWildCam2022,119,11902,119,2,iwildcam_l119_img5693_d001_animal,animal,0.938932716846466,0.938932716846466,71,92,92,image_level_animal_presence_support,,,,,
iwild-raw-000072,raw_topK_audit,iWildCam2022,177,17704,177,4,iwildcam_l177_img1988_d001_animal,animal,0.9388983249664308,0.9388983249664308,72,187,187,image_level_animal_presence_support,,,,,
iwild-raw-000073,raw_topK_audit,iWildCam2022,177,17703,177,3,iwildcam_l177_img1954_d001_animal,animal,0.9387919902801514,0.9387919902801514,73,153,153,image_level_animal_presence_support,,,,,
iwild-raw-000074,raw_topK_audit,iWildCam2022,408,40804,408,4,iwildcam_l408_img3582_d001_animal,animal,0.938780963420868,0.938780963420868,74,181,181,image_level_animal_presence_support,,,,,
iwild-raw-000075,raw_topK_audit,iWildCam2022,218,21804,218,4,iwildcam_l218_img2370_d001_animal,animal,0.9387057423591614,0.9387057423591614,75,169,169,image_level_animal_presence_support,,,,,
iwild-raw-000076,raw_topK_audit,iWildCam2022,470,47000,470,0,iwildcam_l470_img820_d001_animal,animal,0.93868887424469,0.93868887424469,76,19,19,image_level_animal_presence_support,,,,,
iwild-raw-000077,raw_topK_audit,iWildCam2022,456,45601,456,1,iwildcam_l456_img471_d001_animal,animal,0.9386749863624572,0.9386749863624572,77,70,70,image_level_animal_presence_support,,,,,
iwild-raw-000078,raw_topK_audit,iWildCam2022,105,10500,105,0,iwildcam_l105_img5802_d001_animal,animal,0.9386211037635804,0.9386211037635804,78,1,1,image_level_animal_presence_support,,,,,
iwild-raw-000079,raw_topK_audit,iWildCam2022,218,21804,218,4,iwildcam_l218_img2375_d001_animal,animal,0.9385533928871156,0.9385533928871156,79,174,174,image_level_animal_presence_support,,,,,
iwild-raw-000080,raw_topK_audit,iWildCam2022,57,5702,57,2,iwildcam_l57_img3301_d001_animal,animal,0.938440203666687,0.938440203666687,80,100,100,image_level_animal_presence_support,,,,,
iwild-raw-000081,raw_topK_audit,iWildCam2022,529,52902,529,2,iwildcam_l529_img5316_d001_animal,animal,0.9382798075675964,0.9382798075675964,81,115,115,image_level_animal_presence_support,,,,,
iwild-raw-000082,raw_topK_audit,iWildCam2022,57,5703,57,3,iwildcam_l57_img3338_d001_animal,animal,0.9382188320159912,0.9382188320159912,82,137,137,image_level_animal_presence_support,,,,,
iwild-raw-000083,raw_topK_audit,iWildCam2022,526,52603,526,3,iwildcam_l526_img4926_d001_animal,animal,0.9382094144821168,0.9382094144821168,83,125,125,image_level_animal_presence_support,,,,,
iwild-raw-000084,raw_topK_audit,iWildCam2022,119,11904,119,4,iwildcam_l119_img5781_d001_animal,animal,0.9381378293037416,0.9381378293037416,84,180,180,image_level_animal_presence_support,,,,,
iwild-raw-000085,raw_topK_audit,iWildCam2022,176,17603,176,3,iwildcam_l176_img5556_d001_animal,animal,0.9380892515182496,0.9380892515182496,85,155,155,image_level_animal_presence_support,,,,,
iwild-raw-000086,raw_topK_audit,iWildCam2022,119,11900,119,0,iwildcam_l119_img5615_d001_animal,animal,0.9380865097045898,0.9380865097045898,86,14,14,image_level_animal_presence_support,,,,,
iwild-raw-000087,raw_topK_audit,iWildCam2022,212,21202,212,2,iwildcam_l212_img95_d001_animal,animal,0.937969446182251,0.937969446182251,87,94,94,image_level_animal_presence_support,,,,,
iwild-raw-000088,raw_topK_audit,iWildCam2022,105,10504,105,4,iwildcam_l105_img5990_d001_animal,animal,0.937855064868927,0.937855064868927,88,189,189,image_level_animal_presence_support,,,,,
iwild-raw-000089,raw_topK_audit,iWildCam2022,177,17704,177,4,iwildcam_l177_img1969_d001_animal,animal,0.9377580881118774,0.9377580881118774,89,168,168,image_level_animal_presence_support,,,,,
iwild-raw-000090,raw_topK_audit,iWildCam2022,105,10502,105,2,iwildcam_l105_img5898_d001_animal,animal,0.937751293182373,0.937751293182373,90,97,97,image_level_animal_presence_support,,,,,
iwild-raw-000091,raw_topK_audit,iWildCam2022,3,303,3,3,iwildcam_l3_img330_d001_animal,animal,0.9377353191375732,0.9377353191375732,91,129,129,image_level_animal_presence_support,,,,,
iwild-raw-000092,raw_topK_audit,iWildCam2022,470,47002,470,2,iwildcam_l470_img918_d001_animal,animal,0.937720775604248,0.937720775604248,92,117,117,image_level_animal_presence_support,,,,,
iwild-raw-000093,raw_topK_audit,iWildCam2022,218,21801,218,1,iwildcam_l218_img2272_d001_animal,animal,0.937557816505432,0.937557816505432,93,71,71,image_level_animal_presence_support,,,,,
iwild-raw-000094,raw_topK_audit,iWildCam2022,3,301,3,1,iwildcam_l3_img278_d001_animal,animal,0.9374790191650392,0.9374790191650392,94,77,77,image_level_animal_presence_support,,,,,
iwild-raw-000095,raw_topK_audit,iWildCam2022,529,52904,529,4,iwildcam_l529_img5392_d001_animal,animal,0.9374094605445862,0.9374094605445862,95,191,191,image_level_animal_presence_support,,,,,
iwild-raw-000096,raw_topK_audit,iWildCam2022,456,45604,456,4,iwildcam_l456_img588_d001_animal,animal,0.9373685717582704,0.9373685717582704,96,187,187,image_level_animal_presence_support,,,,,
iwild-raw-000097,raw_topK_audit,iWildCam2022,470,47003,470,3,iwildcam_l470_img945_d001_animal,animal,0.937285304069519,0.937285304069519,97,144,144,image_level_animal_presence_support,,,,,
iwild-raw-000098,raw_topK_audit,iWildCam2022,212,21203,212,3,iwildcam_l212_img155_d001_animal,animal,0.937131941318512,0.937131941318512,98,154,154,image_level_animal_presence_support,,,,,
iwild-raw-000099,raw_topK_audit,iWildCam2022,449,44902,449,2,iwildcam_l449_img4087_d001_animal,animal,0.9369977116584778,0.9369977116584778,99,86,86,image_level_animal_presence_support,,,,,
iwild-raw-000100,raw_topK_audit,iWildCam2022,119,11902,119,2,iwildcam_l119_img5706_d001_animal,animal,0.9369529485702516,0.9369529485702516,100,105,105,image_level_animal_presence_support,,,,,
iwild-raw-000101,raw_topK_audit,iWildCam2022,119,11902,119,2,iwildcam_l119_img5696_d001_animal,animal,0.9369199872016908,0.9369199872016908,101,95,95,image_level_animal_presence_support,,,,,
iwild-raw-000102,raw_topK_audit,iWildCam2022,218,21804,218,4,iwildcam_l218_img2388_d001_animal,animal,0.9368945360183716,0.9368945360183716,102,187,187,image_level_animal_presence_support,,,,,
iwild-raw-000103,raw_topK_audit,iWildCam2022,57,5701,57,1,iwildcam_l57_img3270_d001_animal,animal,0.9368463158607484,0.9368463158607484,103,69,69,image_level_animal_presence_support,,,,,
iwild-raw-000104,raw_topK_audit,iWildCam2022,449,44900,449,0,iwildcam_l449_img4027_d001_animal,animal,0.936784565448761,0.936784565448761,104,26,26,image_level_animal_presence_support,,,,,
iwild-raw-000105,raw_topK_audit,iWildCam2022,105,10502,105,2,iwildcam_l105_img5900_d001_animal,animal,0.9367421865463256,0.9367421865463256,105,99,99,image_level_animal_presence_support,,,,,
iwild-raw-000106,raw_topK_audit,iWildCam2022,218,21803,218,3,iwildcam_l218_img2335_d001_animal,animal,0.9367316365242004,0.9367316365242004,106,134,134,image_level_animal_presence_support,,,,,
iwild-raw-000107,raw_topK_audit,iWildCam2022,212,21204,212,4,iwildcam_l212_img198_d001_animal,animal,0.936654269695282,0.936654269695282,107,197,197,image_level_animal_presence_support,,,,,
iwild-raw-000108,raw_topK_audit,iWildCam2022,512,51200,512,0,iwildcam_l512_img3609_d001_animal,animal,0.9366441965103148,0.9366441965103148,108,8,8,image_level_animal_presence_support,,,,,
iwild-raw-000109,raw_topK_audit,iWildCam2022,470,47000,470,0,iwildcam_l470_img806_d001_animal,animal,0.936433732509613,0.936433732509613,109,5,5,image_level_animal_presence_support,,,,,
iwild-raw-000110,raw_topK_audit,iWildCam2022,176,17601,176,1,iwildcam_l176_img5473_d001_animal,animal,0.936387538909912,0.936387538909912,110,72,72,image_level_animal_presence_support,,,,,
iwild-raw-000111,raw_topK_audit,iWildCam2022,210,21001,210,1,iwildcam_l210_img680_d001_animal,animal,0.9363762140274048,0.9363762140274048,111,79,79,image_level_animal_presence_support,,,,,
iwild-raw-000112,raw_topK_audit,iWildCam2022,470,47004,470,4,iwildcam_l470_img981_d001_animal,animal,0.936366081237793,0.936366081237793,112,180,180,image_level_animal_presence_support,,,,,
iwild-raw-000113,raw_topK_audit,iWildCam2022,212,21203,212,3,iwildcam_l212_img158_d001_animal,animal,0.9363005757331848,0.9363005757331848,113,157,157,image_level_animal_presence_support,,,,,
iwild-raw-000114,raw_topK_audit,iWildCam2022,449,44900,449,0,iwildcam_l449_img4026_d001_animal,animal,0.9361681938171388,0.9361681938171388,114,25,25,image_level_animal_presence_support,,,,,
iwild-raw-000115,raw_topK_audit,iWildCam2022,212,21202,212,2,iwildcam_l212_img109_d001_animal,animal,0.9361559748649596,0.9361559748649596,115,108,108,image_level_animal_presence_support,,,,,
iwild-raw-000116,raw_topK_audit,iWildCam2022,105,10501,105,1,iwildcam_l105_img5854_d001_animal,animal,0.936129093170166,0.936129093170166,116,53,53,image_level_animal_presence_support,,,,,
iwild-raw-000117,raw_topK_audit,iWildCam2022,526,52602,526,2,iwildcam_l526_img4911_d001_animal,animal,0.9361282587051392,0.9361282587051392,117,110,110,image_level_animal_presence_support,,,,,
iwild-raw-000118,raw_topK_audit,iWildCam2022,526,52603,526,3,iwildcam_l526_img4935_d001_animal,animal,0.9360624551773072,0.9360624551773072,118,134,134,image_level_animal_presence_support,,,,,
iwild-raw-000119,raw_topK_audit,iWildCam2022,449,44900,449,0,iwildcam_l449_img4016_d001_animal,animal,0.9360284209251404,0.9360284209251404,119,15,15,image_level_animal_presence_support,,,,,
iwild-raw-000120,raw_topK_audit,iWildCam2022,119,11901,119,1,iwildcam_l119_img5679_d001_animal,animal,0.9359837174415588,0.9359837174415588,120,78,78,image_level_animal_presence_support,,,,,
iwild-raw-000121,raw_topK_audit,iWildCam2022,526,52604,526,4,iwildcam_l526_img4977_d001_animal,animal,0.9359559416770936,0.9359559416770936,121,176,176,image_level_animal_presence_support,,,,,
iwild-raw-000122,raw_topK_audit,iWildCam2022,470,47002,470,2,iwildcam_l470_img882_d001_animal,animal,0.9359477758407592,0.9359477758407592,122,81,81,image_level_animal_presence_support,,,,,
iwild-raw-000123,raw_topK_audit,iWildCam2022,408,40802,408,2,iwildcam_l408_img3497_d001_animal,animal,0.9359264969825744,0.9359264969825744,123,96,96,image_level_animal_presence_support,,,,,
iwild-raw-000124,raw_topK_audit,iWildCam2022,3,303,3,3,iwildcam_l3_img347_d001_animal,animal,0.93583345413208,0.93583345413208,124,146,146,image_level_animal_presence_support,,,,,
iwild-raw-000125,raw_topK_audit,iWildCam2022,119,11903,119,3,iwildcam_l119_img5726_d001_animal,animal,0.9357700943946838,0.9357700943946838,125,125,125,image_level_animal_presence_support,,,,,
iwild-raw-000126,raw_topK_audit,iWildCam2022,119,11903,119,3,iwildcam_l119_img5754_d001_animal,animal,0.9357648491859436,0.9357648491859436,126,153,153,image_level_animal_presence_support,,,,,
iwild-raw-000127,raw_topK_audit,iWildCam2022,119,11902,119,2,iwildcam_l119_img5711_d001_animal,animal,0.9357473254203796,0.9357473254203796,127,110,110,image_level_animal_presence_support,,,,,
iwild-raw-000128,raw_topK_audit,iWildCam2022,119,11901,119,1,iwildcam_l119_img5658_d001_animal,animal,0.9357059001922609,0.9357059001922609,128,57,57,image_level_animal_presence_support,,,,,
iwild-raw-000129,raw_topK_audit,iWildCam2022,177,17702,177,2,iwildcam_l177_img1902_d001_animal,animal,0.9356511831283568,0.9356511831283568,129,101,101,image_level_animal_presence_support,,,,,
iwild-raw-000130,raw_topK_audit,iWildCam2022,218,21803,218,3,iwildcam_l218_img2331_d001_animal,animal,0.9354838132858276,0.9354838132858276,130,130,130,image_level_animal_presence_support,,,,,
iwild-raw-000131,raw_topK_audit,iWildCam2022,526,52602,526,2,iwildcam_l526_img4914_d001_animal,animal,0.935474455356598,0.935474455356598,131,113,113,image_level_animal_presence_support,,,,,
iwild-raw-000132,raw_topK_audit,iWildCam2022,449,44903,449,3,iwildcam_l449_img4132_d001_animal,animal,0.935459554195404,0.935459554195404,132,131,131,image_level_animal_presence_support,,,,,
iwild-raw-000133,raw_topK_audit,iWildCam2022,105,10500,105,0,iwildcam_l105_img5804_d001_animal,animal,0.9354074001312256,0.9354074001312256,133,3,3,image_level_animal_presence_support,,,,,
iwild-raw-000134,raw_topK_audit,iWildCam2022,3,300,3,0,iwildcam_l3_img209_d001_animal,animal,0.935369312763214,0.935369312763214,134,8,8,image_level_animal_presence_support,,,,,
iwild-raw-000135,raw_topK_audit,iWildCam2022,176,17602,176,2,iwildcam_l176_img5495_d001_animal,animal,0.9353328943252563,0.9353328943252563,135,94,94,image_level_animal_presence_support,,,,,
iwild-raw-000136,raw_topK_audit,iWildCam2022,57,5702,57,2,iwildcam_l57_img3299_d001_animal,animal,0.9353310465812684,0.9353310465812684,136,98,98,image_level_animal_presence_support,,,,,
iwild-raw-000137,raw_topK_audit,iWildCam2022,176,17601,176,1,iwildcam_l176_img5456_d001_animal,animal,0.9353168606758118,0.9353168606758118,137,55,55,image_level_animal_presence_support,,,,,
iwild-raw-000138,raw_topK_audit,iWildCam2022,177,17704,177,4,iwildcam_l177_img1979_d001_animal,animal,0.9353111386299132,0.9353111386299132,138,178,178,image_level_animal_presence_support,,,,,
iwild-raw-000139,raw_topK_audit,iWildCam2022,392,39201,392,1,iwildcam_l392_img3059_d001_animal,animal,0.9353022575378418,0.9353022575378418,139,58,58,image_level_animal_presence_support,,,,,
iwild-raw-000140,raw_topK_audit,iWildCam2022,470,47001,470,1,iwildcam_l470_img863_d001_animal,animal,0.935279905796051,0.935279905796051,140,62,62,image_level_animal_presence_support,,,,,
