audit_id,sample_set,dataset,location_id,video_id,original_video_id,_temporal_chunk,path_id,query,score,objectness,candidate_rank,frame_start,frame_end,support_semantics,second_review_stratum,second_reviewer_label,second_reviewer_verified_positive_for_calibration,second_reviewer_reason,second_reviewer_confidence,second_reviewer_status
iwild-rel-000061,release_audit,iWildCam2022,519,51904,519,4,iwildcam_l519_img2599_d001_animal,animal,0.939506471157074,0.939506471157074,61,198,198,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000062,release_audit,iWildCam2022,212,21202,212,2,iwildcam_l212_img118_d001_animal,animal,0.939426600933075,0.939426600933075,62,117,117,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000063,release_audit,iWildCam2022,449,44900,449,0,iwildcam_l449_img4012_d001_animal,animal,0.9394014477729796,0.9394014477729796,63,11,11,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000064,release_audit,iWildCam2022,470,47003,470,3,iwildcam_l470_img922_d001_animal,animal,0.93936949968338,0.93936949968338,64,121,121,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000065,release_audit,iWildCam2022,470,47001,470,1,iwildcam_l470_img858_d001_animal,animal,0.9393510818481444,0.9393510818481444,65,57,57,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000066,release_audit,iWildCam2022,3,300,3,0,iwildcam_l3_img202_d001_animal,animal,0.9393069744110109,0.9393069744110109,66,1,1,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000067,release_audit,iWildCam2022,210,21003,210,3,iwildcam_l210_img754_d001_animal,animal,0.9392412900924684,0.9392412900924684,67,153,153,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000068,release_audit,iWildCam2022,526,52601,526,1,iwildcam_l526_img4845_d001_animal,animal,0.9392096400260924,0.9392096400260924,68,44,44,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000069,release_audit,iWildCam2022,176,17603,176,3,iwildcam_l176_img5561_d001_animal,animal,0.9391241073608398,0.9391241073608398,69,160,160,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000070,release_audit,iWildCam2022,176,17603,176,3,iwildcam_l176_img5541_d001_animal,animal,0.9390933513641356,0.9390933513641356,70,140,140,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000071,release_audit,iWildCam2022,119,11902,119,2,iwildcam_l119_img5693_d001_animal,animal,0.938932716846466,0.938932716846466,71,92,92,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000072,release_audit,iWildCam2022,177,17704,177,4,iwildcam_l177_img1988_d001_animal,animal,0.9388983249664308,0.9388983249664308,72,187,187,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000073,release_audit,iWildCam2022,177,17703,177,3,iwildcam_l177_img1954_d001_animal,animal,0.9387919902801514,0.9387919902801514,73,153,153,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000074,release_audit,iWildCam2022,408,40804,408,4,iwildcam_l408_img3582_d001_animal,animal,0.938780963420868,0.938780963420868,74,181,181,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000075,release_audit,iWildCam2022,218,21804,218,4,iwildcam_l218_img2370_d001_animal,animal,0.9387057423591614,0.9387057423591614,75,169,169,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000076,release_audit,iWildCam2022,470,47000,470,0,iwildcam_l470_img820_d001_animal,animal,0.93868887424469,0.93868887424469,76,19,19,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000077,release_audit,iWildCam2022,456,45601,456,1,iwildcam_l456_img471_d001_animal,animal,0.9386749863624572,0.9386749863624572,77,70,70,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000078,release_audit,iWildCam2022,105,10500,105,0,iwildcam_l105_img5802_d001_animal,animal,0.9386211037635804,0.9386211037635804,78,1,1,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000079,release_audit,iWildCam2022,218,21804,218,4,iwildcam_l218_img2375_d001_animal,animal,0.9385533928871156,0.9385533928871156,79,174,174,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000080,release_audit,iWildCam2022,57,5702,57,2,iwildcam_l57_img3301_d001_animal,animal,0.938440203666687,0.938440203666687,80,100,100,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000081,release_audit,iWildCam2022,529,52902,529,2,iwildcam_l529_img5316_d001_animal,animal,0.9382798075675964,0.9382798075675964,81,115,115,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000082,release_audit,iWildCam2022,57,5703,57,3,iwildcam_l57_img3338_d001_animal,animal,0.9382188320159912,0.9382188320159912,82,137,137,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000083,release_audit,iWildCam2022,526,52603,526,3,iwildcam_l526_img4926_d001_animal,animal,0.9382094144821168,0.9382094144821168,83,125,125,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000084,release_audit,iWildCam2022,119,11904,119,4,iwildcam_l119_img5781_d001_animal,animal,0.9381378293037416,0.9381378293037416,84,180,180,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000085,release_audit,iWildCam2022,176,17603,176,3,iwildcam_l176_img5556_d001_animal,animal,0.9380892515182496,0.9380892515182496,85,155,155,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000086,release_audit,iWildCam2022,119,11900,119,0,iwildcam_l119_img5615_d001_animal,animal,0.9380865097045898,0.9380865097045898,86,14,14,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000087,release_audit,iWildCam2022,212,21202,212,2,iwildcam_l212_img95_d001_animal,animal,0.937969446182251,0.937969446182251,87,94,94,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000088,release_audit,iWildCam2022,105,10504,105,4,iwildcam_l105_img5990_d001_animal,animal,0.937855064868927,0.937855064868927,88,189,189,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000089,release_audit,iWildCam2022,177,17704,177,4,iwildcam_l177_img1969_d001_animal,animal,0.9377580881118774,0.9377580881118774,89,168,168,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000090,release_audit,iWildCam2022,105,10502,105,2,iwildcam_l105_img5898_d001_animal,animal,0.937751293182373,0.937751293182373,90,97,97,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000091,release_audit,iWildCam2022,3,303,3,3,iwildcam_l3_img330_d001_animal,animal,0.9377353191375732,0.9377353191375732,91,129,129,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000092,release_audit,iWildCam2022,470,47002,470,2,iwildcam_l470_img918_d001_animal,animal,0.937720775604248,0.937720775604248,92,117,117,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000093,release_audit,iWildCam2022,218,21801,218,1,iwildcam_l218_img2272_d001_animal,animal,0.937557816505432,0.937557816505432,93,71,71,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000094,release_audit,iWildCam2022,3,301,3,1,iwildcam_l3_img278_d001_animal,animal,0.9374790191650392,0.9374790191650392,94,77,77,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000095,release_audit,iWildCam2022,529,52904,529,4,iwildcam_l529_img5392_d001_animal,animal,0.9374094605445862,0.9374094605445862,95,191,191,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000096,release_audit,iWildCam2022,456,45604,456,4,iwildcam_l456_img588_d001_animal,animal,0.9373685717582704,0.9373685717582704,96,187,187,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000097,release_audit,iWildCam2022,470,47003,470,3,iwildcam_l470_img945_d001_animal,animal,0.937285304069519,0.937285304069519,97,144,144,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000098,release_audit,iWildCam2022,212,21203,212,3,iwildcam_l212_img155_d001_animal,animal,0.937131941318512,0.937131941318512,98,154,154,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000099,release_audit,iWildCam2022,449,44902,449,2,iwildcam_l449_img4087_d001_animal,animal,0.9369977116584778,0.9369977116584778,99,86,86,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000100,release_audit,iWildCam2022,119,11902,119,2,iwildcam_l119_img5706_d001_animal,animal,0.9369529485702516,0.9369529485702516,100,105,105,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000101,release_audit,iWildCam2022,119,11902,119,2,iwildcam_l119_img5696_d001_animal,animal,0.9369199872016908,0.9369199872016908,101,95,95,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000102,release_audit,iWildCam2022,218,21804,218,4,iwildcam_l218_img2388_d001_animal,animal,0.9368945360183716,0.9368945360183716,102,187,187,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000103,release_audit,iWildCam2022,57,5701,57,1,iwildcam_l57_img3270_d001_animal,animal,0.9368463158607484,0.9368463158607484,103,69,69,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000104,release_audit,iWildCam2022,449,44900,449,0,iwildcam_l449_img4027_d001_animal,animal,0.936784565448761,0.936784565448761,104,26,26,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000105,release_audit,iWildCam2022,105,10502,105,2,iwildcam_l105_img5900_d001_animal,animal,0.9367421865463256,0.9367421865463256,105,99,99,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000106,release_audit,iWildCam2022,218,21803,218,3,iwildcam_l218_img2335_d001_animal,animal,0.9367316365242004,0.9367316365242004,106,134,134,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000107,release_audit,iWildCam2022,212,21204,212,4,iwildcam_l212_img198_d001_animal,animal,0.936654269695282,0.936654269695282,107,197,197,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000108,release_audit,iWildCam2022,512,51200,512,0,iwildcam_l512_img3609_d001_animal,animal,0.9366441965103148,0.9366441965103148,108,8,8,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000109,release_audit,iWildCam2022,470,47000,470,0,iwildcam_l470_img806_d001_animal,animal,0.936433732509613,0.936433732509613,109,5,5,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000110,release_audit,iWildCam2022,176,17601,176,1,iwildcam_l176_img5473_d001_animal,animal,0.936387538909912,0.936387538909912,110,72,72,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
iwild-rel-000111,release_audit,iWildCam2022,210,21001,210,1,iwildcam_l210_img680_d001_animal,animal,0.9363762140274048,0.9363762140274048,111,79,79,image_level_animal_presence_support,all_release_candidates,animal,yes,human confirmed second review label,0.88,human_confirmed
